dataset,method,seed,n_labeled,selected_round,rounds_attempted,fallback_reason,n_pseudo_added_total,pseudo_candidates_seen,pseudo_mean_confidence,graph_n_nodes,graph_n_edges,graph_n_isolated_nodes,graph_n_connected_components,graph_build_time_seconds,graph_affinity_mean,attention_entropy,labeled_attention_mass,unlabeled_attention_mass,memory_size,memory_leakage_flag,embedding_variance,effective_embedding_rank,representation_collapse_suspect,constant_prediction_suspect,max_pred_class_fraction,mean_intra_class_distance,mean_inter_prototype_distance
MagicTelescope,laplacian_ssl,0,100,,,,,,,15196.0,46457.0,207.0,231.0,0.976255105342716,0.49540977854396057,,,,,False,0.011649022244473894,,False,False,0.8645038167938931,,
MagicTelescope,laplacian_ssl,0,250,,,,,,,15166.0,46389.0,205.0,228.0,0.9924397822469473,0.49537652056601866,,,,,False,0.04838689486287911,,False,False,0.7406039825926415,,
MagicTelescope,laplacian_ssl,0,500,,,,,,,15116.0,46222.0,202.0,224.0,0.9591319342143834,0.49543960739845183,,,,,False,0.05812230902619976,,False,False,0.7149378142365705,,
MagicTelescope,laplacian_ssl,0,50,,,,,,,15206.0,46493.0,207.0,230.0,0.9475146341137588,0.49541284346331976,,,,,False,0.006165417450755394,,False,False,0.9314086544784953,,
MagicTelescope,laplacian_ssl,1,100,,,,,,,15196.0,46473.0,214.0,237.0,1.0023022084496915,0.494937950116439,,,,,False,0.03483794345442294,,False,False,0.8202158462753356,,
MagicTelescope,laplacian_ssl,1,250,,,,,,,15166.0,46368.0,215.0,237.0,0.9828729932196438,0.49497271991552555,,,,,False,0.07230180319497606,,False,False,0.751615455624423,,
MagicTelescope,laplacian_ssl,1,500,,,,,,,15116.0,46194.0,212.0,236.0,0.9753124597482383,0.49504372781990086,,,,,False,0.0625793005206934,,False,False,0.7265811061127282,,
MagicTelescope,laplacian_ssl,1,50,,,,,,,15206.0,46488.0,215.0,238.0,0.995302771218121,0.49495838219645516,,,,,False,0.007342937935426646,,False,False,0.8755754307510193,,
MagicTelescope,laplacian_ssl,2,100,,,,,,,15196.0,46544.0,194.0,221.0,0.9915481102652848,0.4954690000387151,,,,,False,0.0517873506972444,,False,False,0.7688865490918663,,
MagicTelescope,laplacian_ssl,2,250,,,,,,,15166.0,46441.0,196.0,223.0,0.9858120009303093,0.4954513449593215,,,,,False,0.056886087616751256,,False,False,0.7302518792034814,,
MagicTelescope,laplacian_ssl,2,500,,,,,,,15116.0,46326.0,195.0,221.0,0.9810511032119393,0.49551851850755657,,,,,False,0.06394701483293423,,False,False,0.7258534003704684,,
MagicTelescope,laplacian_ssl,2,50,,,,,,,15206.0,46592.0,194.0,221.0,0.9815289829857647,0.49543035100624516,,,,,False,0.04636424364464593,,False,False,0.7751545442588452,,
MagicTelescope,tabiclv2_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,0,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,0,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,1,100,0.0,3.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,1,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,1,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabiclv2_self_training,2,50,1.0,3.0,,40.0,40.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,0,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,0,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,1,100,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,1,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,1,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
MagicTelescope,tabpfn3_self_training,2,50,2.0,3.0,,40.0,40.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,laplacian_ssl,0,100,,,,,,,36148.0,98130.0,1014.0,1191.0,2.2855812800116837,0.5412560393854218,,,,,False,0.013701124485762568,,False,True,1.0,,
bank-marketing,laplacian_ssl,0,250,,,,,,,36118.0,98046.0,1014.0,1188.0,2.2424264759756625,0.5413372742262768,,,,,False,0.03501983788658161,,False,True,0.9954316407331525,,
bank-marketing,laplacian_ssl,0,500,,,,,,,36068.0,97901.0,1011.0,1185.0,2.216875631827861,0.541288727638612,,,,,False,0.032099293070121576,,False,True,0.9966452256848176,,
bank-marketing,laplacian_ssl,0,50,,,,,,,36158.0,98154.0,1017.0,1193.0,2.2307414542883635,0.5412812833017475,,,,,False,0.00462347113163814,,False,True,1.0,,
bank-marketing,laplacian_ssl,1,100,,,,,,,36148.0,98284.0,996.0,1178.0,2.248893906828016,0.5414113462782508,,,,,False,0.012241908040811962,,False,True,1.0,,
bank-marketing,laplacian_ssl,1,250,,,,,,,36118.0,98206.0,996.0,1179.0,2.2210483932867646,0.5414354796618942,,,,,False,0.029558895576009655,,False,True,0.9964560606899607,,
bank-marketing,laplacian_ssl,1,500,,,,,,,36068.0,98053.0,991.0,1176.0,2.214266494847834,0.541387533812026,,,,,False,0.03445202500379475,,False,False,0.965620494621271,,
bank-marketing,laplacian_ssl,1,50,,,,,,,36158.0,98320.0,996.0,1179.0,2.2731838449835777,0.5414615447194034,,,,,False,0.007392069957604729,,False,True,1.0,,
bank-marketing,laplacian_ssl,2,100,,,,,,,36148.0,98165.0,977.0,1133.0,2.2567974352277815,0.5406291414993702,,,,,False,0.017188423144988155,,False,True,1.0,,
bank-marketing,laplacian_ssl,2,250,,,,,,,36118.0,98094.0,977.0,1134.0,2.2505627209320664,0.540685313102657,,,,,False,0.038486863522116166,,False,True,0.9912508998283405,,
bank-marketing,laplacian_ssl,2,500,,,,,,,36068.0,97919.0,968.0,1120.0,2.2139828531071544,0.540563314329274,,,,,False,0.037220649630454815,,False,False,0.9672840190750804,,
bank-marketing,laplacian_ssl,2,50,,,,,,,36158.0,98200.0,977.0,1132.0,2.289947676938027,0.5406748798260204,,,,,False,0.01000908478516025,,False,True,1.0,,
bank-marketing,tabiclv2_self_training,0,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,0,250,2.0,3.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,0,500,0.0,3.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,0,50,1.0,2.0,,40.0,40.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,1,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,2,100,0.0,3.0,loop0,0.0,39.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,2,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,2,500,1.0,3.0,,102.0,102.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabiclv2_self_training,2,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,0,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,1,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,1,250,0.0,3.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,1,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,1,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,2,250,2.0,3.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,2,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
bank-marketing,tabpfn3_self_training,2,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
electricity,laplacian_ssl,0,100,,,,,,,36229.0,134687.0,89.0,133.0,3.3347557256929576,0.5970732574056917,,,,,False,0.0299152176483164,,False,False,0.7378895360070662,,
electricity,laplacian_ssl,0,250,,,,,,,36199.0,134569.0,88.0,132.0,3.4422532808966935,0.5970130328438442,,,,,False,0.02940883893630216,,False,False,0.6746871460537583,,
electricity,laplacian_ssl,0,500,,,,,,,36149.0,134381.0,89.0,133.0,3.3175073047168553,0.5970440482256524,,,,,False,0.04253292127219191,,False,False,0.6619546875432238,,
electricity,laplacian_ssl,0,50,,,,,,,36239.0,134714.0,89.0,133.0,3.351728173904121,0.5970508494623027,,,,,False,0.014980301798325072,,False,False,0.6369381053561081,,
electricity,laplacian_ssl,1,100,,,,,,,36229.0,134820.0,88.0,124.0,3.5845959740690887,0.5968888634588188,,,,,False,0.003770901074071872,,False,False,0.9462861243755003,,
electricity,laplacian_ssl,1,250,,,,,,,36199.0,134703.0,88.0,125.0,3.373922865372151,0.5968150050122217,,,,,False,0.04411552657382474,,False,False,0.6549075941324346,,
electricity,laplacian_ssl,1,500,,,,,,,36149.0,134497.0,90.0,126.0,3.4689558260142803,0.5968694353079985,,,,,False,0.039343850813997314,,False,False,0.6409305928241446,,
electricity,laplacian_ssl,1,50,,,,,,,36239.0,134871.0,88.0,124.0,3.4479389414191246,0.5968636007612947,,,,,False,0.03291078173414419,,False,False,0.5998233946852838,,
electricity,laplacian_ssl,2,100,,,,,,,36229.0,134542.0,84.0,128.0,3.4778317362070084,0.5976086323410197,,,,,False,0.02173422579545077,,False,False,0.6862734273648182,,
electricity,laplacian_ssl,2,250,,,,,,,36199.0,134407.0,84.0,128.0,3.326443430967629,0.5976424548799038,,,,,False,0.06564984948120384,,False,False,0.6186358739191691,,
electricity,laplacian_ssl,2,500,,,,,,,36149.0,134202.0,86.0,129.0,3.513816202059388,0.5977248809400406,,,,,False,0.061672124989876176,,False,False,0.6509447010982323,,
electricity,laplacian_ssl,2,50,,,,,,,36239.0,134575.0,84.0,128.0,3.4994936268776655,0.5975999734308403,,,,,False,0.0019483408131502214,,False,False,0.8173238775904412,,
electricity,tabiclv2_self_training,0,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,0,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,0,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,1,100,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,2,100,1.0,2.0,,80.0,80.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,2,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
electricity,tabiclv2_self_training,2,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,0,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,0,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,1,100,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,1,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,1,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,2,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
electricity,tabpfn3_self_training,2,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
phoneme,laplacian_ssl,0,100,,,,,,,4303.0,15111.0,37.0,62.0,0.1185701247304678,0.6066279112562939,,,,,False,0.0624107029918743,,False,False,0.7950267255403207,,
phoneme,laplacian_ssl,0,250,,,,,,,4273.0,15008.0,38.0,63.0,0.1166612901724875,0.6064280799785324,,,,,False,0.08293735102464231,,False,False,0.6838286917856307,,
phoneme,laplacian_ssl,0,500,,,,,,,4223.0,14832.0,37.0,63.0,0.11348043195903301,0.6063622641351284,,,,,False,0.07631589867856924,,False,False,0.7184466019417476,,
phoneme,laplacian_ssl,0,50,,,,,,,4313.0,15151.0,38.0,63.0,0.114572508726269,0.6067554282604501,,,,,False,0.0436554069620884,,False,False,0.8277301182471597,,
phoneme,laplacian_ssl,1,100,,,,,,,4303.0,15031.0,32.0,55.0,0.11557317990809679,0.6066945303479151,,,,,False,0.04196927257056654,,False,False,0.8619567743434813,,
phoneme,laplacian_ssl,1,250,,,,,,,4273.0,14902.0,30.0,54.0,0.11516476096585393,0.6061567372633528,,,,,False,0.059789695327305374,,False,False,0.725251579686403,,
phoneme,laplacian_ssl,1,500,,,,,,,4223.0,14766.0,29.0,54.0,0.11331329820677638,0.6067128296231927,,,,,False,0.05119715190729256,,False,False,0.7302865261662326,,
phoneme,laplacian_ssl,1,50,,,,,,,4313.0,15058.0,31.0,56.0,0.11577842105180025,0.6066020162739694,,,,,False,0.022389163046535446,,False,False,0.7639693948527707,,
phoneme,laplacian_ssl,2,100,,,,,,,4303.0,15070.0,33.0,54.0,0.11480011371895671,0.6066583413191616,,,,,False,0.05120990059980567,,False,False,0.7060190564722286,,
phoneme,laplacian_ssl,2,250,,,,,,,4273.0,14970.0,32.0,53.0,0.11447040876373649,0.6063938145542369,,,,,False,0.05240880511269058,,False,False,0.7699508542007957,,
phoneme,laplacian_ssl,2,500,,,,,,,4223.0,14728.0,35.0,57.0,0.11215375689789653,0.6062710014902981,,,,,False,0.043353865009078806,,False,False,0.7783566185176415,,
phoneme,laplacian_ssl,2,50,,,,,,,4313.0,15100.0,34.0,55.0,0.113998057320714,0.6065583578412534,,,,,False,0.02068261769454527,,False,False,0.7746348249478321,,
phoneme,tabiclv2_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,1,250,1.0,3.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,1,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,1,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabiclv2_self_training,2,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,1,250,0.0,3.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,1,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,1,50,0.0,1.0,loop0,0.0,0.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,2,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
phoneme,tabpfn3_self_training,2,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
satimage,laplacian_ssl,0,100,,,,,,,5124.0,13367.0,180.0,216.0,0.16971247177571058,0.4603737247152554,,,,,False,0.2813169786822483,,False,False,0.39734582357533177,,
satimage,laplacian_ssl,0,250,,,,,,,5094.0,13290.0,174.0,210.0,0.1719636986963451,0.46037712928188634,,,,,False,0.5274034384548105,,False,False,0.32273262661955243,,
satimage,laplacian_ssl,0,500,,,,,,,5044.0,13135.0,170.0,205.0,0.16633231798186898,0.4609375655837556,,,,,False,0.4956901380420142,,False,False,0.2682394924662966,,
satimage,laplacian_ssl,0,50,,,,,,,5134.0,13379.0,182.0,218.0,0.17764418572187424,0.46039806630170305,,,,,False,0.2427146023214171,,False,False,0.3934553954031944,,
satimage,laplacian_ssl,1,100,,,,,,,5124.0,13378.0,159.0,208.0,0.1721738688647747,0.46046051929954046,,,,,False,0.26834912823310597,,False,False,0.41491022638563624,,
satimage,laplacian_ssl,1,250,,,,,,,5094.0,13268.0,158.0,208.0,0.17022807011380792,0.4604993507344501,,,,,False,0.5326018743279353,,False,False,0.34118570867687475,,
satimage,laplacian_ssl,1,500,,,,,,,5044.0,13153.0,156.0,211.0,0.17071245983242989,0.46044318612977087,,,,,False,0.5403083379660696,,False,False,0.3148295003965107,,
satimage,laplacian_ssl,1,50,,,,,,,5134.0,13393.0,158.0,208.0,0.17515742406249046,0.460266369519255,,,,,False,0.22522071148479927,,False,False,0.4142968445656408,,
satimage,laplacian_ssl,2,100,,,,,,,5124.0,13346.0,192.0,235.0,0.17280501499772072,0.45992942055086006,,,,,False,0.2876646621045923,,False,False,0.376463700234192,,
satimage,laplacian_ssl,2,250,,,,,,,5094.0,13276.0,191.0,233.0,0.16689562192186713,0.45997527352053535,,,,,False,0.58536439715246,,False,False,0.31448763250883394,,
satimage,laplacian_ssl,2,500,,,,,,,5044.0,13142.0,187.0,225.0,0.16975591098889709,0.45996042264376574,,,,,False,0.507196775317488,,False,False,0.29480570975416337,,
satimage,laplacian_ssl,2,50,,,,,,,5134.0,13349.0,192.0,235.0,0.17235424276441336,0.45992784555058425,,,,,False,0.2314893145654881,,False,False,0.35488897545773274,,
satimage,tabiclv2_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,0,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,0,500,3.0,3.0,,176.0,176.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,0,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,1,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,1,500,2.0,3.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,2,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,2,500,1.0,2.0,,400.0,400.0,,,,,,,,,,,,False,,,,,,,
satimage,tabiclv2_self_training,2,50,0.0,3.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,0,100,0.0,3.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,0,250,0.0,2.0,loop0,0.0,200.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,0,500,0.0,2.0,loop0,0.0,400.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,0,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,1,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,1,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,1,500,3.0,3.0,,55.0,55.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,1,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,2,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,2,250,1.0,2.0,,200.0,200.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,2,500,2.0,3.0,,99.0,99.0,,,,,,,,,,,,False,,,,,,,
satimage,tabpfn3_self_training,2,50,0.0,2.0,loop0,0.0,40.0,,,,,,,,,,,,False,,,,,,,
segment,laplacian_ssl,0,100,,,,,,,1828.0,6244.0,20.0,43.0,0.07370899524539709,0.59007494958622,,,,,False,0.11013531073080485,,False,False,0.24234135667396062,,
segment,laplacian_ssl,0,250,,,,,,,1798.0,6138.0,18.0,39.0,0.070569456089288,0.5907511377147987,,,,,False,0.532727412143708,,False,False,0.21301446051167963,,
segment,laplacian_ssl,0,500,,,,,,,1748.0,5987.0,19.0,39.0,0.0687136179767549,0.5908571526213938,,,,,False,0.5677799852864502,,False,False,0.17276887871853547,,
segment,laplacian_ssl,0,50,,,,,,,1838.0,6279.0,19.0,41.0,0.07271571271121502,0.5901146568588057,,,,,False,0.09517859066605877,,False,False,0.23721436343852012,,
segment,laplacian_ssl,1,100,,,,,,,1828.0,6247.0,16.0,40.0,0.0724813211709261,0.5875532501277902,,,,,False,0.11498745738795652,,False,False,0.2861050328227571,,
segment,laplacian_ssl,1,250,,,,,,,1798.0,6135.0,17.0,40.0,0.07397333765402436,0.5891673831010257,,,,,False,0.5720176459477282,,False,False,0.21913236929922136,,
segment,laplacian_ssl,1,500,,,,,,,1748.0,5942.0,15.0,43.0,0.0686238156631589,0.5896004423350821,,,,,False,0.5468042325936212,,False,False,0.16361556064073227,,
segment,laplacian_ssl,1,50,,,,,,,1838.0,6281.0,16.0,42.0,0.07012045523151755,0.5882621327310162,,,,,False,0.07920606054543466,,False,False,0.352557127312296,,
segment,laplacian_ssl,2,100,,,,,,,1828.0,6322.0,15.0,43.0,0.07419736590236425,0.5927361382410496,,,,,False,0.10294259886405821,,False,False,0.3703501094091904,,
segment,laplacian_ssl,2,250,,,,,,,1798.0,6209.0,16.0,44.0,0.07048003608360887,0.5932163850203012,,,,,False,0.5067466241713201,,False,False,0.20411568409343714,,
segment,laplacian_ssl,2,500,,,,,,,1748.0,6032.0,15.0,39.0,0.07053113915026188,0.5932071545000296,,,,,False,0.5619639706888764,,False,False,0.19965675057208238,,
segment,laplacian_ssl,2,50,,,,,,,1838.0,6342.0,15.0,42.0,0.07445121509954333,0.5928962534504896,,,,,False,0.10063531170946441,,False,False,0.24047878128400435,,
segment,tabiclv2_self_training,0,100,0.0,2.0,loop0,0.0,80.0,,,,,,,,,,,,False,,,,,,,
