dataset,method,seed,n_labeled,selected_round,rounds_attempted,fallback_reason,n_pseudo_added_total,pseudo_candidates_seen,pseudo_mean_confidence,graph_n_nodes,graph_n_edges,graph_n_isolated_nodes,graph_n_connected_components,graph_build_time_seconds,graph_affinity_mean,attention_entropy,labeled_attention_mass,unlabeled_attention_mass,memory_size,memory_leakage_flag,embedding_variance,effective_embedding_rank,representation_collapse_suspect,constant_prediction_suspect,max_pred_class_fraction,mean_intra_class_distance,mean_inter_prototype_distance
satimage,geometric_attention_ssl,0,50,,,,,,,5134.0,13379.0,182.0,218.0,0.17384448321536183,0.46039806630170305,1.974897027015686,0.5320286154747009,0.45586976408958435,,False,0.05962648242712021,32.0,False,False,0.37884690299961044,,
satimage,geometric_attention_ssl,1,100,,,,,,,5124.0,13378.0,159.0,208.0,0.17889757500961423,0.46046051929954046,1.6333709359169006,0.5989534854888916,0.39901912212371826,,False,0.48688408732414246,32.0,False,False,0.4211553473848556,,
satimage,geometric_attention_ssl,1,250,,,,,,,5094.0,13268.0,158.0,208.0,0.16998598678037524,0.4604993507344501,1.4205929636955261,0.5918981730937958,0.4054662436246872,,False,1.2741358280181885,32.0,False,False,0.3545347467608952,,
satimage,geometric_attention_ssl,1,500,,,,,,,5044.0,13153.0,156.0,211.0,0.16807633731514215,0.46044318612977087,1.4785847323281425,0.6434001156261989,0.3588695866721017,,False,1.6312341690063477,32.0,False,False,0.2866772402854877,,
satimage,geometric_attention_ssl,1,50,,,,,,,5134.0,13393.0,158.0,208.0,0.17516403924673796,0.460266369519255,1.9916270971298218,0.5337674021720886,0.4487985074520111,,False,0.04259170591831207,32.0,False,False,0.4544215037008181,,
satimage,geometric_attention_ssl,2,100,,,,,,,5124.0,13346.0,192.0,235.0,0.18268053093925118,0.45992942055086006,1.9504684209823608,0.5927263796329498,0.405307799577713,,False,0.33742350339889526,32.0,False,False,0.4244730679156909,,
satimage,geometric_attention_ssl,2,250,,,,,,,5094.0,13276.0,191.0,233.0,0.17175697023048997,0.45997527352053535,1.654424637556076,0.7532738447189331,0.22635691612958908,,False,1.214703917503357,32.0,False,False,0.303886925795053,,
satimage,geometric_attention_ssl,2,500,,,,,,,5044.0,13142.0,187.0,225.0,0.1661851559765637,0.45996042264376574,1.682009186063494,0.7130059855324882,0.2892098980290549,,False,1.3449199199676514,32.0,False,False,0.25931800158604285,,
satimage,geometric_attention_ssl,2,50,,,,,,,5134.0,13349.0,192.0,235.0,0.18202584236860275,0.45992784555058425,2.0536789894104004,0.5596564412117004,0.46813011169433594,,False,0.06177506595849991,32.0,False,False,0.38215816127775615,,
satimage,unlabeled_attention_ssl,0,100,,,,,,,,,,,,,,0.003125,0.996875,5124.0,False,,,,,,,
satimage,unlabeled_attention_ssl,0,250,,,,,,,,,,,,,,0.0537109375,0.9462890625,5094.0,False,,,,,,,
satimage,unlabeled_attention_ssl,0,500,,,,,,,,,,,,,,0.0869140625,0.9130859375,5044.0,False,,,,,,,
satimage,unlabeled_attention_ssl,0,50,,,,,,,,,,,,,,0.009375,0.990625,5134.0,False,,,,,,,
satimage,unlabeled_attention_ssl,1,100,,,,,,,,,,,,,,0.0421875,0.9578125,5124.0,False,,,,,,,
satimage,unlabeled_attention_ssl,1,250,,,,,,,,,,,,,,0.0478515625,0.9521484375,5094.0,False,,,,,,,
satimage,unlabeled_attention_ssl,1,500,,,,,,,,,,,,,,0.08984375,0.91015625,5044.0,False,,,,,,,
satimage,unlabeled_attention_ssl,1,50,,,,,,,,,,,,,,0.021875,0.978125,5134.0,False,,,,,,,
satimage,unlabeled_attention_ssl,2,100,,,,,,,,,,,,,,0.009375,0.990625,5124.0,False,,,,,,,
satimage,unlabeled_attention_ssl,2,250,,,,,,,,,,,,,,0.03125,0.96875,5094.0,False,,,,,,,
satimage,unlabeled_attention_ssl,2,500,,,,,,,,,,,,,,0.0732421875,0.9267578125,5044.0,False,,,,,,,
satimage,unlabeled_attention_ssl,2,50,,,,,,,,,,,,,,0.00625,0.99375,5134.0,False,,,,,,,
segment,embedding_alignment_ssl,0,100,,,,,,,,,,,,,,,,,False,0.026560477912425995,,False,,,0.21681473377559865,1.146311750014623
segment,embedding_alignment_ssl,0,250,,,,,,,,,,,,,,,,,False,0.027860820293426514,,False,,,0.2421435003301927,1.1695822392191206
segment,embedding_alignment_ssl,0,500,,,,,,,,,,,,,,,,,False,0.029154978692531586,,False,,,0.24457826678242003,1.1934016389506203
segment,embedding_alignment_ssl,0,50,,,,,,,,,,,,,,,,,False,0.02636408992111683,,False,,,0.18064558013741458,1.1638503202370234
segment,embedding_alignment_ssl,1,100,,,,,,,,,,,,,,,,,False,0.027840672060847282,,False,,,0.17541139040674483,1.2111304118519737
segment,embedding_alignment_ssl,1,250,,,,,,,,,,,,,,,,,False,0.028539691120386124,,False,,,0.20680478627660445,1.1995984486171178
segment,embedding_alignment_ssl,1,500,,,,,,,,,,,,,,,,,False,0.02806207723915577,,False,,,0.20131879313183682,1.1990063516866594
segment,embedding_alignment_ssl,1,50,,,,,,,,,,,,,,,,,False,0.02773923985660076,,False,,,0.15905271151236125,1.2395141947837103
segment,embedding_alignment_ssl,2,100,,,,,,,,,,,,,,,,,False,0.02867775410413742,,False,,,0.20883077436259814,1.1981675497123174
segment,embedding_alignment_ssl,2,250,,,,,,,,,,,,,,,,,False,0.028478490188717842,,False,,,0.2143081659451127,1.1927810878980727
segment,embedding_alignment_ssl,2,500,,,,,,,,,,,,,,,,,False,0.026017336174845695,,False,,,0.22307390400341578,1.123949905236562
segment,embedding_alignment_ssl,2,50,,,,,,,,,,,,,,,,,False,0.029191968962550163,,False,,,0.23274988308548927,1.1908580930460066
segment,geometric_attention_ssl,0,100,,,,,,,1828.0,6244.0,20.0,43.0,0.07340030185878277,0.59007494958622,1.8134133219718933,0.8073435425758362,0.20537742227315903,,False,0.20857098698616028,32.0,False,False,0.2696936542669584,,
segment,geometric_attention_ssl,0,250,,,,,,,1798.0,6138.0,18.0,39.0,0.0721301892772317,0.5907511377147987,1.7174078226089478,0.7431693375110626,0.26355639286339283,,False,1.2072330713272095,32.0,False,False,0.2363737486095662,,
segment,geometric_attention_ssl,0,500,,,,,,,1748.0,5987.0,19.0,39.0,0.07007413124665618,0.5908571526213938,1.734231914792742,0.615277750151498,0.37690473028591703,,False,2.400547742843628,32.0,False,False,0.16132723112128147,,
segment,geometric_attention_ssl,0,50,,,,,,,1838.0,6279.0,19.0,41.0,0.0840178020298481,0.5901146568588057,2.029669761657715,0.5864453315734863,0.41693687438964844,,False,0.028501272201538086,32.0,False,False,0.21871599564744287,,
segment,geometric_attention_ssl,1,100,,,,,,,1828.0,6247.0,16.0,40.0,0.07141231978312135,0.5875532501277902,1.8472851514816284,0.7817214131355286,0.23446527868509293,,False,0.33465760946273804,32.0,False,False,0.3938730853391685,,
segment,geometric_attention_ssl,1,250,,,,,,,1798.0,6135.0,17.0,40.0,0.07325435290113091,0.5891673831010257,1.5453923344612122,0.7567892521619797,0.21765383332967758,,False,1.4139779806137085,32.0,False,False,0.26362625139043383,,
segment,geometric_attention_ssl,1,500,,,,,,,1748.0,5942.0,15.0,43.0,0.07293995004147291,0.5896004423350821,1.5134402343205042,0.7028206757136753,0.2949203210217612,,False,2.5814523696899414,32.0,False,False,0.16018306636155608,,
segment,geometric_attention_ssl,1,50,,,,,,,1838.0,6281.0,16.0,42.0,0.07176207099109888,0.5882621327310162,2.015192747116089,0.539033055305481,0.4461238384246826,,False,0.034507330507040024,32.0,False,False,0.31556039173014144,,
segment,geometric_attention_ssl,2,100,,,,,,,1828.0,6322.0,15.0,43.0,0.07482875697314739,0.5927361382410496,1.830634593963623,0.6977695822715759,0.3036660850048065,,False,0.2962493300437927,32.0,False,False,0.399890590809628,,
segment,geometric_attention_ssl,2,250,,,,,,,1798.0,6209.0,16.0,44.0,0.07416484411805868,0.5932163850203012,1.6174621284008026,0.7549858540296555,0.2465692088007927,,False,1.2499501705169678,32.0,False,False,0.23303670745272526,,
segment,geometric_attention_ssl,2,500,,,,,,,1748.0,6032.0,15.0,39.0,0.07414166908711195,0.5932071545000296,1.712625299181257,0.5473426239831107,0.45158021790640696,,False,2.1929807662963867,32.0,False,False,0.20881006864988558,,
segment,geometric_attention_ssl,2,50,,,,,,,1838.0,6342.0,15.0,42.0,0.07172594964504242,0.5928962534504896,2.0038974285125732,0.48772087693214417,0.5018169283866882,,False,0.02606578730046749,32.0,False,False,0.21871599564744287,,
segment,unlabeled_attention_ssl,0,100,,,,,,,,,,,,,,0.034375,0.965625,1828.0,False,,,,,,,
segment,unlabeled_attention_ssl,0,250,,,,,,,,,,,,,,0.1240234375,0.8759765625,1798.0,False,,,,,,,
segment,unlabeled_attention_ssl,0,500,,,,,,,,,,,,,,0.208984375,0.791015625,1748.0,False,,,,,,,
segment,unlabeled_attention_ssl,0,50,,,,,,,,,,,,,,0.015625,0.984375,1838.0,False,,,,,,,
segment,unlabeled_attention_ssl,1,100,,,,,,,,,,,,,,0.0390625,0.9609375,1828.0,False,,,,,,,
segment,unlabeled_attention_ssl,1,250,,,,,,,,,,,,,,0.0869140625,0.9130859375,1798.0,False,,,,,,,
segment,unlabeled_attention_ssl,1,500,,,,,,,,,,,,,,0.21484375,0.78515625,1748.0,False,,,,,,,
segment,unlabeled_attention_ssl,1,50,,,,,,,,,,,,,,0.01875,0.98125,1838.0,False,,,,,,,
segment,unlabeled_attention_ssl,2,100,,,,,,,,,,,,,,0.034375,0.965625,1828.0,False,,,,,,,
segment,unlabeled_attention_ssl,2,250,,,,,,,,,,,,,,0.1455078125,0.8544921875,1798.0,False,,,,,,,
segment,unlabeled_attention_ssl,2,500,,,,,,,,,,,,,,0.248046875,0.751953125,1748.0,False,,,,,,,
segment,unlabeled_attention_ssl,2,50,,,,,,,,,,,,,,0.009375,0.990625,1838.0,False,,,,,,,
spambase,embedding_alignment_ssl,0,100,,,,,,,,,,,,,,,,,False,0.022586844861507416,,False,,,0.3460907116532326,1.308139443397522
spambase,embedding_alignment_ssl,0,250,,,,,,,,,,,,,,,,,False,0.022962940856814384,,False,,,0.3622084856033325,1.2945672273635864
spambase,embedding_alignment_ssl,0,500,,,,,,,,,,,,,,,,,False,0.02295762673020363,,False,,,0.3881944417953491,1.2568970918655396
spambase,embedding_alignment_ssl,0,50,,,,,,,,,,,,,,,,,False,0.018767794594168663,,False,,,0.3067178875207901,1.1524540185928345
spambase,embedding_alignment_ssl,1,100,,,,,,,,,,,,,,,,,False,0.015325717628002167,,False,,,0.22089853137731552,1.0824248790740967
spambase,embedding_alignment_ssl,1,250,,,,,,,,,,,,,,,,,False,0.014055805280804634,,False,,,0.24312696605920792,0.9646868705749512
spambase,embedding_alignment_ssl,1,500,,,,,,,,,,,,,,,,,False,0.01440871600061655,,False,,,0.2584502696990967,0.9736261963844299
spambase,embedding_alignment_ssl,1,50,,,,,,,,,,,,,,,,,False,0.016366712749004364,,False,,,0.17170334607362747,1.2021723985671997
spambase,embedding_alignment_ssl,2,100,,,,,,,,,,,,,,,,,False,0.016106462106108665,,False,,,0.22303858026862144,1.1287617683410645
spambase,embedding_alignment_ssl,2,250,,,,,,,,,,,,,,,,,False,0.016632866114377975,,False,,,0.23071524500846863,1.1343783140182495
spambase,embedding_alignment_ssl,2,500,,,,,,,,,,,,,,,,,False,0.016072947531938553,,False,,,0.26058264821767807,1.0572504997253418
spambase,embedding_alignment_ssl,2,50,,,,,,,,,,,,,,,,,False,0.019830163568258286,,False,,,0.19790684059262276,1.3550630807876587
spambase,geometric_attention_ssl,0,100,,,,,,,3660.0,7584.0,467.0,694.0,0.12808128027245402,0.6324587979293654,1.5793325901031494,0.34972256422042847,0.6233280301094055,,False,0.23668628931045532,32.0,False,False,0.5428961748633879,,
spambase,geometric_attention_ssl,0,250,,,,,,,3630.0,7514.0,459.0,683.0,0.1275516259483993,0.6309673348623268,1.545819103717804,0.41500041633844376,0.5818006545305252,,False,0.4791327714920044,32.0,False,False,0.5732782369146006,,
spambase,geometric_attention_ssl,0,500,,,,,,,3580.0,7420.0,447.0,673.0,0.12517105508595705,0.626823932708503,1.5478686775479997,0.4112911820411682,0.5810309605939048,,False,0.2805665135383606,32.0,False,False,0.6159217877094972,,
spambase,geometric_attention_ssl,0,50,,,,,,,3670.0,7592.0,466.0,699.0,0.1306665102019906,0.622934887321844,1.966085433959961,0.3841188848018646,0.6178985834121704,,False,0.01977020688354969,32.0,False,False,0.9493188010899183,,
spambase,geometric_attention_ssl,1,100,,,,,,,3660.0,7444.0,491.0,717.0,0.1275472971610725,0.6382328837596458,1.8984164595603943,0.7338542938232422,0.261989951133728,,False,0.24878662824630737,32.0,False,False,0.5904371584699454,,
spambase,geometric_attention_ssl,1,250,,,,,,,3630.0,7369.0,485.0,706.0,0.12644343404099345,0.6382428667711967,1.9065930843353271,0.730201005935669,0.2795380465686321,,False,0.2043973207473755,32.0,False,False,0.6011019283746556,,
spambase,geometric_attention_ssl,1,500,,,,,,,3580.0,7236.0,474.0,698.0,0.12504310021176934,0.6345395779403378,1.9953044652938843,0.6057045459747314,0.3966727469648634,,False,0.2928886413574219,32.0,False,False,0.5918994413407821,,
spambase,geometric_attention_ssl,1,50,,,,,,,3670.0,7442.0,496.0,728.0,0.12392232473939657,0.6391574197290577,2.0204567909240723,0.47138339281082153,0.5188016295433044,,False,0.01249554194509983,32.0,False,False,0.8340599455040872,,
spambase,geometric_attention_ssl,2,100,,,,,,,3660.0,7510.0,480.0,705.0,0.1307744961231947,0.628309283956103,1.914420485496521,0.6511828601360321,0.3489561378955841,,False,0.12030381709337234,32.0,False,False,0.5707650273224044,,
spambase,geometric_attention_ssl,2,250,,,,,,,3630.0,7410.0,483.0,709.0,0.12342168064787984,0.6289490331388197,1.9384694397449493,0.592859148979187,0.3956877514719963,,False,0.32245180010795593,32.0,False,False,0.5950413223140496,,
spambase,geometric_attention_ssl,2,500,,,,,,,3580.0,7332.0,467.0,685.0,0.1272159842774272,0.6280585764738674,1.982762132372175,0.540984719991684,0.4623965748718807,,False,0.28171253204345703,32.0,False,False,0.6005586592178771,,
spambase,geometric_attention_ssl,2,50,,,,,,,3670.0,7530.0,479.0,700.0,0.1274502226151526,0.623729020627053,2.0345356464385986,0.5118739604949951,0.48816701769828796,,False,0.024453215301036835,32.0,False,False,0.7305177111716621,,
spambase,unlabeled_attention_ssl,0,100,,,,,,,,,,,,,,0.0203125,0.9796875,3660.0,False,,,,,,,
spambase,unlabeled_attention_ssl,0,250,,,,,,,,,,,,,,0.072265625,0.927734375,3630.0,False,,,,,,,
spambase,unlabeled_attention_ssl,0,500,,,,,,,,,,,,,,0.1220703125,0.8779296875,3580.0,False,,,,,,,
spambase,unlabeled_attention_ssl,0,50,,,,,,,,,,,,,,0.0125,0.9875,3670.0,False,,,,,,,
spambase,unlabeled_attention_ssl,1,100,,,,,,,,,,,,,,0.0328125,0.9671875,3660.0,False,,,,,,,
spambase,unlabeled_attention_ssl,1,250,,,,,,,,,,,,,,0.0849609375,0.9150390625,3630.0,False,,,,,,,
spambase,unlabeled_attention_ssl,1,500,,,,,,,,,,,,,,0.1357421875,0.8642578125,3580.0,False,,,,,,,
spambase,unlabeled_attention_ssl,1,50,,,,,,,,,,,,,,0.021875,0.978125,3670.0,False,,,,,,,
spambase,unlabeled_attention_ssl,2,100,,,,,,,,,,,,,,0.015625,0.984375,3660.0,False,,,,,,,
spambase,unlabeled_attention_ssl,2,250,,,,,,,,,,,,,,0.0693359375,0.9306640625,3630.0,False,,,,,,,
spambase,unlabeled_attention_ssl,2,500,,,,,,,,,,,,,,0.1513671875,0.8486328125,3580.0,False,,,,,,,
spambase,unlabeled_attention_ssl,2,50,,,,,,,,,,,,,,0.0125,0.9875,3670.0,False,,,,,,,
steel-plates-fault,embedding_alignment_ssl,0,100,,,,,,,,,,,,,,,,,False,0.023027589544653893,,False,,,0.30991167575120926,0.9953527734393165
steel-plates-fault,embedding_alignment_ssl,0,250,,,,,,,,,,,,,,,,,False,0.018506161868572235,,False,,,0.28211337115083424,0.8004714662120456
steel-plates-fault,embedding_alignment_ssl,0,500,,,,,,,,,,,,,,,,,False,0.01718314178287983,,False,,,0.2696554277624403,0.7406883339087168
steel-plates-fault,embedding_alignment_ssl,0,50,,,,,,,,,,,,,,,,,False,0.024005768820643425,,False,,,0.24844152267490113,1.085761723064241
steel-plates-fault,embedding_alignment_ssl,1,100,,,,,,,,,,,,,,,,,False,0.0227053165435791,,False,,,0.3327994756400585,0.9350829947562445
steel-plates-fault,embedding_alignment_ssl,1,250,,,,,,,,,,,,,,,,,False,0.018368223682045937,,False,,,0.28491972227181706,0.8103742017632439
steel-plates-fault,embedding_alignment_ssl,1,500,,,,,,,,,,,,,,,,,False,0.019344132393598557,,False,,,0.27455276091183933,0.8554127670469738
steel-plates-fault,embedding_alignment_ssl,1,50,,,,,,,,,,,,,,,,,False,0.020375985652208328,,False,,,0.29027467859642847,0.8899676856540498
steel-plates-fault,embedding_alignment_ssl,2,100,,,,,,,,,,,,,,,,,False,0.020472079515457153,,False,,,0.27130071073770523,0.8988950706663585
steel-plates-fault,embedding_alignment_ssl,2,250,,,,,,,,,,,,,,,,,False,0.01818688027560711,,False,,,0.24280645166124618,0.8202201411837623
steel-plates-fault,embedding_alignment_ssl,2,500,,,,,,,,,,,,,,,,,False,0.018572892993688583,,False,,,0.23968490000282014,0.8385564131396157
steel-plates-fault,embedding_alignment_ssl,2,50,,,,,,,,,,,,,,,,,False,0.02254457026720047,,False,,,0.2039993197790214,1.0554396283058893
steel-plates-fault,geometric_attention_ssl,0,100,,,,,,,1532.0,4850.0,29.0,47.0,0.06874254997819662,0.5523834723217967,1.9927429556846619,0.4181412011384964,0.568572461605072,,False,0.20001624524593353,32.0,False,False,0.7095300261096605,,
steel-plates-fault,geometric_attention_ssl,0,250,,,,,,,1502.0,4734.0,27.0,44.0,0.06664348905906081,0.5509908265104241,1.9133785665035248,0.3284052386879921,0.6731079071760178,,False,0.4249105155467987,32.0,False,False,0.6391478029294274,,
steel-plates-fault,geometric_attention_ssl,0,500,,,,,,,1452.0,4583.0,27.0,48.0,0.06283224793151021,0.5530602917714406,1.9013527461460658,0.41215334619794575,0.5811686260359628,,False,0.8577873706817627,32.0,False,False,0.44008264462809915,,
steel-plates-fault,geometric_attention_ssl,0,50,,,,,,,1542.0,4880.0,29.0,47.0,0.06837572576478124,0.5520213063441272,2.066765785217285,0.4813558757305145,0.5442492365837097,,False,0.03488126024603844,32.0,False,False,0.8060959792477302,,
steel-plates-fault,geometric_attention_ssl,1,100,,,,,,,1532.0,4885.0,25.0,42.0,0.06536102993413806,0.5524919283066618,2.0356075763702393,0.5335599482059479,0.4805728644132614,,False,0.12521499395370483,32.0,False,False,0.7695822454308094,,
steel-plates-fault,geometric_attention_ssl,1,250,,,,,,,1502.0,4794.0,27.0,45.0,0.06390350870788097,0.5523239614679716,1.8868214786052704,0.5938184261322021,0.4133955091238022,,False,0.3909218907356262,32.0,False,False,0.7816245006657789,,
steel-plates-fault,geometric_attention_ssl,1,500,,,,,,,1452.0,4632.0,26.0,45.0,0.06271206773817539,0.5516227801081359,1.7949516092027937,0.6121007544653756,0.37567796451704843,,False,0.9553298950195312,32.0,False,False,0.4325068870523416,,
steel-plates-fault,geometric_attention_ssl,1,50,,,,,,,1542.0,4910.0,25.0,42.0,0.06904252013191581,0.5535912993631731,2.0192532539367676,0.48199042677879333,0.5072662830352783,,False,0.020637648180127144,32.0,False,False,0.7444876783398184,,
steel-plates-fault,geometric_attention_ssl,2,100,,,,,,,1532.0,4848.0,28.0,47.0,0.06966450065374374,0.551817616941933,1.9593468308448792,0.6848057210445404,0.3263693004846573,,False,0.127906933426857,32.0,False,False,0.685378590078329,,
steel-plates-fault,geometric_attention_ssl,2,250,,,,,,,1502.0,4763.0,29.0,46.0,0.06707471515983343,0.5533394522458649,1.4841923713684082,0.9058285504579544,0.09551998786628246,,False,0.2652772068977356,32.0,False,False,0.5,,
steel-plates-fault,geometric_attention_ssl,2,500,,,,,,,1452.0,4609.0,27.0,47.0,0.06204080302268267,0.5532846547635065,1.2898102487836565,0.9905542646135602,0.007063153465943677,,False,0.4900989532470703,32.0,False,False,0.48760330578512395,,
steel-plates-fault,geometric_attention_ssl,2,50,,,,,,,1542.0,4883.0,28.0,45.0,0.06628593662753701,0.5529718503340665,1.989670991897583,0.677745521068573,0.3318093717098236,,False,0.022777114063501358,32.0,False,False,0.8151750972762646,,
steel-plates-fault,unlabeled_attention_ssl,0,100,,,,,,,,,,,,,,0.06875,0.93125,1532.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,0,250,,,,,,,,,,,,,,0.1181640625,0.8818359375,1502.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,0,500,,,,,,,,,,,,,,0.28125,0.71875,1452.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,0,50,,,,,,,,,,,,,,0.0375,0.9625,1542.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,1,100,,,,,,,,,,,,,,0.0453125,0.9546875,1532.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,1,250,,,,,,,,,,,,,,0.1455078125,0.8544921875,1502.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,1,500,,,,,,,,,,,,,,0.3115234375,0.6884765625,1452.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,1,50,,,,,,,,,,,,,,0.021875,0.978125,1542.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,2,100,,,,,,,,,,,,,,0.0421875,0.9578125,1532.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,2,250,,,,,,,,,,,,,,0.1328125,0.8671875,1502.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,2,500,,,,,,,,,,,,,,0.267578125,0.732421875,1452.0,False,,,,,,,
steel-plates-fault,unlabeled_attention_ssl,2,50,,,,,,,,,,,,,,0.015625,0.984375,1542.0,False,,,,,,,
adult,embedding_alignment_ssl,0,100,,,,,,,,,,,,,,,,,False,0.015818601474165916,,False,,,0.40169989317655563,1.0704456567764282
adult,embedding_alignment_ssl,0,250,,,,,,,,,,,,,,,,,False,0.013333076611161232,,False,,,0.4060164839029312,0.8852021098136902
adult,embedding_alignment_ssl,0,500,,,,,,,,,,,,,,,,,False,0.011843333020806313,,False,,,0.3833865746855736,0.7660863399505615
adult,embedding_alignment_ssl,0,50,,,,,,,,,,,,,,,,,False,0.01187422126531601,,False,,,0.224644735455513,0.9981618523597717
adult,embedding_alignment_ssl,1,100,,,,,,,,,,,,,,,,,False,0.015508751384913921,,False,,,0.4302825778722763,0.9684088230133057
adult,embedding_alignment_ssl,1,250,,,,,,,,,,,,,,,,,False,0.009518582373857498,,False,,,0.28441666066646576,0.6402803063392639
adult,embedding_alignment_ssl,1,500,,,,,,,,,,,,,,,,,False,0.015156692825257778,,False,,,0.45011182874441147,0.9686613082885742
adult,embedding_alignment_ssl,1,50,,,,,,,,,,,,,,,,,False,0.015244393609464169,,False,,,0.2198466956615448,1.218619704246521
adult,embedding_alignment_ssl,2,100,,,,,,,,,,,,,,,,,False,0.021390989422798157,,False,,,0.28509243577718735,1.4798119068145752
adult,embedding_alignment_ssl,2,250,,,,,,,,,,,,,,,,,False,0.009862849488854408,,False,,,0.3221459984779358,0.6459456086158752
adult,embedding_alignment_ssl,2,500,,,,,,,,,,,,,,,,,False,0.014839092269539833,,False,,,0.4499570205807686,0.8854448795318604
adult,embedding_alignment_ssl,2,50,,,,,,,,,,,,,,,,,False,0.02018798142671585,,False,,,0.35678818076848984,1.3789948225021362
adult,geometric_attention_ssl,0,100,,,,,,,39053.0,102820.0,2094.0,2588.0,3.2449306561611593,0.5850081979026559,1.9853265285491943,0.6417360603809357,0.3515329509973526,,False,0.0031626750715076923,32.0,False,True,1.0,,
adult,geometric_attention_ssl,0,250,,,,,,,39023.0,102740.0,2093.0,2587.0,3.1833777520805597,0.5849480440033348,1.5504916906356812,0.7458964586257935,0.23359838128089905,,False,0.13290302455425262,32.0,False,False,0.733490505599262,,
adult,geometric_attention_ssl,0,500,,,,,,,38973.0,102598.0,2090.0,2582.0,3.1628559809178114,0.5850362139547365,1.6713380302701677,0.7364872694015503,0.26383967058999197,,False,0.12139053642749786,32.0,False,False,0.7725348318066354,,
adult,geometric_attention_ssl,0,50,,,,,,,39063.0,102852.0,2092.0,2586.0,3.2069850359112024,0.5850162482641295,2.0085103511810303,0.6182830929756165,0.3781512379646301,,False,0.002770189428701997,32.0,False,True,1.0,,
adult,geometric_attention_ssl,1,100,,,,,,,39053.0,102891.0,2048.0,2490.0,3.1689671208150685,0.5846196728508725,1.8388193249702454,0.7190119624137878,0.2590450271964073,,False,0.016446422785520554,32.0,False,True,1.0,,
adult,geometric_attention_ssl,1,250,,,,,,,39023.0,102793.0,2053.0,2492.0,3.1898550549522042,0.58459697182597,1.7104398906230927,0.7880232930183411,0.20805047638714314,,False,0.06734797358512878,32.0,False,False,0.9163570202188452,,
adult,geometric_attention_ssl,1,500,,,,,,,38973.0,102664.0,2041.0,2481.0,3.1449341527186334,0.5846459726420282,1.8523640973227364,0.7242714932986668,0.2790488430431911,,False,0.11824806034564972,32.0,False,False,0.8162574089754445,,
adult,geometric_attention_ssl,1,50,,,,,,,39063.0,102916.0,2048.0,2491.0,3.1732966899871826,0.5846428400952289,2.0212090015411377,0.5763590931892395,0.4201236665248871,,False,0.0020782819483429193,32.0,False,True,1.0,,
adult,geometric_attention_ssl,2,100,,,,,,,39053.0,102614.0,2110.0,2576.0,3.18571560876444,0.5848715789236253,1.9908210039138794,0.4426584541797638,0.5511569976806641,,False,0.04224274680018425,32.0,False,False,0.9029267917957647,,
adult,geometric_attention_ssl,2,250,,,,,,,39023.0,102544.0,2115.0,2579.0,3.1823139181360602,0.5849015643603349,2.0343008637428284,0.5013275891542435,0.5132878124713898,,False,0.13179224729537964,32.0,False,False,0.844220075340184,,
adult,geometric_attention_ssl,2,500,,,,,,,38973.0,102398.0,2116.0,2581.0,3.156325682066381,0.5848648380770374,1.6242222785949707,0.18265040005956376,0.8169061286108834,,False,0.11422434449195862,32.0,False,False,0.8125625432992072,,
adult,geometric_attention_ssl,2,50,,,,,,,39063.0,102658.0,2115.0,2579.0,3.176815124694258,0.584928937384989,2.0606343746185303,0.5508894324302673,0.4637454152107239,,False,0.0034927779342979193,32.0,False,True,1.0,,
adult,unlabeled_attention_ssl,0,100,,,,,,,,,,,,,,0.0015625,0.9984375,39053.0,False,,,,,,,
adult,unlabeled_attention_ssl,0,250,,,,,,,,,,,,,,0.0087890625,0.9912109375,39023.0,False,,,,,,,
adult,unlabeled_attention_ssl,0,500,,,,,,,,,,,,,,0.0048828125,0.9951171875,38973.0,False,,,,,,,
adult,unlabeled_attention_ssl,0,50,,,,,,,,,,,,,,0.0,1.0,39063.0,False,,,,,,,
adult,unlabeled_attention_ssl,1,100,,,,,,,,,,,,,,0.0015625,0.9984375,39053.0,False,,,,,,,
adult,unlabeled_attention_ssl,1,250,,,,,,,,,,,,,,0.0048828125,0.9951171875,39023.0,False,,,,,,,
adult,unlabeled_attention_ssl,1,500,,,,,,,,,,,,,,0.0185546875,0.9814453125,38973.0,False,,,,,,,
adult,unlabeled_attention_ssl,1,50,,,,,,,,,,,,,,0.0,1.0,39063.0,False,,,,,,,
adult,unlabeled_attention_ssl,2,100,,,,,,,,,,,,,,0.003125,0.996875,39053.0,False,,,,,,,
adult,unlabeled_attention_ssl,2,250,,,,,,,,,,,,,,0.0107421875,0.9892578125,39023.0,False,,,,,,,
adult,unlabeled_attention_ssl,2,500,,,,,,,,,,,,,,0.017578125,0.982421875,38973.0,False,,,,,,,
