dataset,seed,n_labeled,treatment,control,treatment_method,control_method,metric,delta
adult,1,100,0.7298705259761347,0.7302571165414715,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,-0.0003865905653368529
adult,1,250,0.7380917845950639,0.7380917845950639,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
adult,1,500,0.7502907271563338,0.7502907271563338,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
adult,1,50,0.7043027676695746,0.7043027676695746,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
adult,2,100,0.7265040827854643,0.7178271923768819,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.008676890408582438
adult,2,250,0.6941304829063828,0.6941304829063828,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
adult,2,500,0.7523281771424566,0.7523281771424566,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
adult,2,50,0.6906494410682642,0.6906494410682642,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
jannis,0,100,0.4117237711927579,0.4117237711927579,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
jannis,0,250,0.4573958554217039,0.4523767109672099,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.005019144454494029
jannis,0,500,0.4727004524402274,0.4684665617335435,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.004233890706683896
jannis,0,50,0.397776508780677,0.397776508780677,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
jannis,1,100,0.39607705258165,0.3918105170683238,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.004266535513326175
jannis,1,250,0.4261792474306001,0.4261792474306001,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
jannis,1,500,0.471844606011511,0.4656041408620769,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.006240465149434105
jannis,1,50,0.3888729228883708,0.3888729228883708,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
jannis,2,100,0.3663667250168948,0.3663667250168948,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
jannis,2,250,0.4522601622834215,0.4447091855825947,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0075509767008267725
jannis,2,500,0.4568644568007821,0.4559719676166194,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0008924891841626814
jannis,2,50,0.3688566940063818,0.3688566940063818,tabiclv2_self_training,tabiclv2,metric_balanced_accuracy,0.0
