dataset,seed,n_labeled,treatment,control,treatment_method,control_method,metric,delta
electricity,2,500,0.7390211049607023,0.7208913547000795,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.0181297502606228
electricity,2,50,0.5015592515592515,0.6646565161665833,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.16309726460733176
phoneme,0,100,0.7086168596297091,0.6946566303863115,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.01396022924339757
phoneme,0,250,0.7169554230597717,0.7734177581052737,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.05646233504550202
phoneme,0,500,0.6915020562538193,0.7578802417956298,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.06637818554181052
phoneme,0,50,0.5002683865426859,0.6195352370885427,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.11926685054585684
phoneme,1,100,0.5841990519761507,0.7449749781161743,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.16077592614002356
phoneme,1,250,0.7251948899202272,0.7633842304325564,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.03818934051232925
phoneme,1,500,0.7557847622508134,0.799426478603399,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.043641716352585624
phoneme,1,50,0.5361599253472509,0.6891856739392538,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.1530257485920029
phoneme,2,100,0.7841573488364411,0.7923452029002263,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.008187854063785194
phoneme,2,250,0.7508505788891275,0.7603143012866038,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.009463722397476282
phoneme,2,500,0.7291215914909079,0.7672118354336301,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.0380902439427222
phoneme,2,50,0.5,0.7866905048970221,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.2866905048970221
satimage,0,100,0.5887816233037492,0.6710828523906863,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.08230122908693716
satimage,0,250,0.7312114959287773,0.7481545107463442,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.01694301481756688
satimage,0,500,0.7411687411601798,0.802197607723659,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.06102886656347917
satimage,0,50,0.5518304009663884,0.6217710931070526,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.06994069214066423
satimage,1,100,0.5385848699996946,0.6542995981463212,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.11571472814662664
satimage,1,250,0.6869673408824531,0.775500977394101,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.0885336365116478
satimage,1,500,0.7601360282449369,0.802957653028859,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.04282162478392215
satimage,1,50,0.467774809321224,0.4772798748440754,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.009505065522851408
satimage,2,100,0.6303898636187056,0.7282215197347791,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.09783165611607347
satimage,2,250,0.7422944351307211,0.7267175178095527,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.015576917321168393
satimage,2,500,0.7741306906779473,0.8216683442651052,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.04753765358715789
satimage,2,50,0.6024458592064972,0.6341552594328365,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.03170940022633928
segment,0,100,0.5670995670995671,0.6298701298701299,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.06277056277056281
segment,0,250,0.7554112554112553,0.8787878787878788,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.12337662337662347
segment,0,500,0.8896103896103896,0.9329004329004328,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.043290043290043156
segment,0,50,0.632034632034632,0.655844155844156,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.023809523809524058
segment,1,100,0.435064935064935,0.803030303030303,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.367965367965368
segment,1,250,0.7619047619047619,0.8722943722943722,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.11038961038961037
segment,1,500,0.8852813852813853,0.9047619047619048,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.01948051948051943
segment,1,50,0.3744588744588745,0.6536796536796537,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.27922077922077926
segment,2,100,0.5476190476190476,0.6796536796536797,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.13203463203463217
segment,2,250,0.8203463203463203,0.8766233766233766,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.05627705627705637
segment,2,500,0.867965367965368,0.9372294372294372,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.06926406926406914
segment,2,50,0.5194805194805194,0.6212121212121212,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.10173160173160178
spambase,0,100,0.8488921472792441,0.8761219230427442,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.027229775763500053
spambase,0,250,0.8912734381942593,0.8876892088035784,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.0035842293906809264
spambase,0,500,0.9099573447080778,0.8846011433987974,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.0253562013092804
spambase,0,50,0.5450398412275245,0.8681907047009687,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.32315086347344424
spambase,1,100,0.8797728013270535,0.8494031221303948,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.030369679196658672
spambase,1,250,0.8968645398264167,0.8963831867057673,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.00048135312064934155
spambase,1,500,0.9192511626529224,0.901344826564768,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,0.017906336088154395
spambase,1,50,0.6982656476791373,0.86455463728191,geometric_attention_ssl,unlabeled_attention_ssl,metric_balanced_accuracy,-0.1662889896027726
