comparison,delta_mean,delta_std,delta_se,delta_ci95_low,delta_ci95_high,n_pairs,positive_fraction,zero_fraction
laplacian_ssl_minus_label_propagation,0.013860311475315041,0.17001610211715928,0.01613721427311751,-0.01776862849999528,0.045489251450625365,111,0.5675675675675675,0.018018018018018018
laplacian_ssl_minus_label_spreading,-0.06421984499151176,0.12998123567562558,0.01268486973777835,-0.08908218967755732,-0.0393575003054662,105,0.37142857142857144,0.0
