dataset,dataset_id,method,n_labeled,metric_accuracy_mean,metric_accuracy_std,metric_accuracy_count,metric_balanced_accuracy_mean,metric_balanced_accuracy_std,metric_balanced_accuracy_count,metric_macro_f1_mean,metric_macro_f1_std,metric_macro_f1_count,metric_f1_macro_mean,metric_f1_macro_std,metric_f1_macro_count,metric_roc_auc_mean,metric_roc_auc_std,metric_roc_auc_count,metric_average_precision_mean,metric_average_precision_std,metric_average_precision_count,metric_log_loss_mean,metric_log_loss_std,metric_log_loss_count,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count,n_pseudo_added_total_mean,n_pseudo_added_total_std,n_pseudo_added_total_count,pseudo_label_fraction_mean,pseudo_label_fraction_std,pseudo_label_fraction_count
phoneme,1489,self_training_xgboost,250,0.790009250693802,,1,0.7619246205427188,,1,0.753915350017299,,1,0.753915350017299,,1,0.8481551521958148,,1,0.6470559577836558,,1,0.7719103097915649,,1,18.9602,,1,1989.0,,1,0.4883378345200098,,1
phoneme,1489,self_training_xgboost,500,0.8233117483811286,,1,0.7882533403802006,,1,0.7874555421159637,,1,0.7874555421159637,,1,0.8853948172494096,,1,0.7364058933853442,,1,0.537536084651947,,1,17.1955,,1,1867.0,,1,0.4883599267590897,,1
phoneme,1489,xgboost,50,0.7178538390379279,,1,0.5752204898673758,,1,0.5727333634847427,,1,0.5727333634847427,,1,0.7174364543247395,,1,0.4894596274630001,,1,0.6989253759384155,,1,1.8317,,1,,,0,,,0
phoneme,1489,xgboost,100,0.7400555041628122,,1,0.6490660148314533,,1,0.6586099663174031,,1,0.6586099663174031,,1,0.7993831238541959,,1,0.5520599712647642,,1,0.6025485396385193,,1,2.1156,,1,,,0,,,0
phoneme,1489,xgboost,250,0.793709528214616,,1,0.7433171750871224,,1,0.7471185871714581,,1,0.7471185871714581,,1,0.8572018431961947,,1,0.6652710939969073,,1,0.5339430570602417,,1,1.8857,,1,,,0,,,0
phoneme,1489,xgboost,500,0.8279370952821462,,1,0.7859885708623053,,1,0.7896887159533074,,1,0.7896887159533074,,1,0.8899986787124052,,1,0.7472636467802053,,1,0.4273487329483032,,1,3.5316,,1,,,0,,,0
spambase,44,catboost,50,0.8490770901194354,,1,0.8412719571077343,,1,0.8417637265044738,,1,0.8417637265044738,,1,0.9194585147664328,,1,0.8989813587124722,,1,0.4109858478124776,,1,2.2453,,1,,,0,,,0
spambase,44,catboost,100,0.8794788273615635,,1,0.8682869753250986,,1,0.8723256781109929,,1,0.8723256781109929,,1,0.925521095609072,,1,0.9170129694767984,,1,0.3989695319292362,,1,2.5757,,1,,,0,,,0
spambase,44,catboost,250,0.9239956568946796,,1,0.9141710358719156,,1,0.9193520140105078,,1,0.9193520140105078,,1,0.9677913050347068,,1,0.9575075513991008,,1,0.237902962753154,,1,3.7675,,1,,,0,,,0
spambase,44,catboost,500,0.9478827361563518,,1,0.9478435380194912,,1,0.9456914851796524,,1,0.9456914851796524,,1,0.9816789596848248,,1,0.9700125633355556,,1,0.16736374332239,,1,5.6492,,1,,,0,,,0
spambase,44,label_propagation,250,0.6373507057546145,,1,0.5404262567019166,,1,0.4608106402669882,,1,0.4608106402669882,,1,0.9093229459798376,,1,0.858445754189822,,1,0.7442285774008806,,1,6.0967,,1,,,0,,,0
spambase,44,label_propagation,500,0.6677524429967426,,1,0.5799564560561628,,1,0.5327942229649081,,1,0.5327942229649081,,1,0.9233833940578812,,1,0.8730896127984238,,1,0.595302857323756,,1,5.2931,,1,,,0,,,0
spambase,44,label_spreading,250,0.8501628664495114,,1,0.8402426019728073,,1,0.8421911317718577,,1,0.8421911317718577,,1,0.924504082861854,,1,0.8876092722437491,,1,0.4185836839186963,,1,4.6822,,1,,,0,,,0
spambase,44,label_spreading,500,0.8555917480998915,,1,0.8403907106253148,,1,0.8459868157180379,,1,0.8459868157180379,,1,0.9407516020419248,,1,0.9007608458420252,,1,0.385262541933306,,1,4.4735,,1,,,0,,,0
spambase,44,lightgbm,50,0.7752442996742671,,1,0.7413504546935632,,1,0.7501274612471935,,1,0.7501274612471935,,1,0.8317559761841287,,1,0.7186364140101472,,1,0.4978795844651654,,1,3.6232,,1,,,0,,,0
spambase,44,lightgbm,100,0.8295331161780674,,1,0.8241802186083711,,1,0.8224463859231199,,1,0.8224463859231199,,1,0.900031596512535,,1,0.8740144750850133,,1,0.5601435703833367,,1,6.8352,,1,,,0,,,0
spambase,44,lightgbm,250,0.9066232356134636,,1,0.8964646464646464,,1,0.9010271405008248,,1,0.9010271405008248,,1,0.960642594073679,,1,0.9498585299774462,,1,0.4164245335024745,,1,13.6517,,1,,,0,,,0
spambase,44,lightgbm,500,0.9402823018458196,,1,0.9430151959477472,,1,0.9381242693826596,,1,0.9381242693826596,,1,0.9825429268244518,,1,0.9671005319692766,,1,0.2899125341918622,,1,12.6618,,1,,,0,,,0
spambase,44,logistic_regression,50,0.8849077090119435,,1,0.8828756775970852,,1,0.8802840045126796,,1,0.8802840045126796,,1,0.9405294390631632,,1,0.8899128468838724,,1,0.3428041338920593,,1,0.1859,,1,,,0,,,0
spambase,44,logistic_regression,100,0.9077090119435396,,1,0.9089131787079,,1,0.9043738708641104,,1,0.9043738708641104,,1,0.947194328426,,1,0.8712324112516531,,1,0.3683435022830963,,1,0.1544,,1,,,0,,,0
spambase,44,logistic_regression,250,0.9250814332247556,,1,0.9193992713054298,,1,0.921216178521618,,1,0.921216178521618,,1,0.9594552563760776,,1,0.910275011915794,,1,0.2944577038288116,,1,0.1969,,1,,,0,,,0
spambase,44,logistic_regression,500,0.9163952225841476,,1,0.9141562250066648,,1,0.9127601651869794,,1,0.9127601651869794,,1,0.9592108770994402,,1,0.9033491404687826,,1,0.30573371052742,,1,0.142,,1,,,0,,,0
spambase,44,mlp,50,0.6634093376764386,,1,0.6543514322106697,,1,0.651966472928694,,1,0.651966472928694,,1,0.7004848089892078,,1,0.6148004346503019,,1,0.6430006623268127,,1,0.3434,,1,,,0,,,0
spambase,44,mlp,100,0.8523344191096635,,1,0.825187357445422,,1,0.8374143302180685,,1,0.8374143302180685,,1,0.932171174106658,,1,0.8699643539315273,,1,0.4342552721500397,,1,0.4098,,1,,,0,,,0
spambase,44,mlp,250,0.8621064060803475,,1,0.8313264610918569,,1,0.846222514379622,,1,0.846222514379622,,1,0.9452590420332354,,1,0.9250462726717686,,1,0.4152718186378479,,1,0.4517,,1,,,0,,,0
spambase,44,mlp,500,0.9022801302931596,,1,0.8914363577120176,,1,0.8963097322992244,,1,0.8963097322992244,,1,0.9594675987637864,,1,0.9159057197197272,,1,0.3154235482215881,,1,0.5419,,1,,,0,,,0
spambase,44,random_forest,50,0.8827361563517915,,1,0.8637548505583696,,1,0.8733278997503948,,1,0.8733278997503948,,1,0.943550855574316,,1,0.9322214570299708,,1,0.3867249793095098,,1,1.5059,,1,,,0,,,0
spambase,44,random_forest,100,0.9250814332247556,,1,0.9126603276163392,,1,0.920005488301484,,1,0.920005488301484,,1,0.9593614542294896,,1,0.9516275883387296,,1,0.3015742787940277,,1,1.5891,,1,,,0,,,0
spambase,44,random_forest,250,0.9315960912052116,,1,0.9218874966675552,,1,0.9273765671994862,,1,0.9273765671994862,,1,0.9715285800329788,,1,0.9612921392019658,,1,0.2515497008170229,,1,2.5279,,1,,,0,,,0
spambase,44,random_forest,500,0.9391965255157436,,1,0.9353801949109868,,1,0.936218836565097,,1,0.936218836565097,,1,0.979346248407832,,1,0.9680046850925158,,1,0.2218766954373099,,1,2.9008,,1,,,0,,,0
spambase,44,rpl_lite_xgboost,50,0.8208469055374593,,1,0.812198228620516,,1,0.8123483468650634,,1,0.8123483468650634,,1,0.8913623033857638,,1,0.8573501432919051,,1,0.7401432991027832,,1,10.5015,,1,1772.0,,1,0.4881542699724518,,1
spambase,44,rpl_lite_xgboost,100,0.8295331161780674,,1,0.828512396694215,,1,0.8238093787506777,,1,0.8238093787506777,,1,0.91844890745184,,1,0.8886342612292332,,1,0.5778059959411621,,1,11.7846,,1,1748.0,,1,0.488268156424581,,1
spambase,44,rpl_lite_xgboost,250,0.8957654723127035,,1,0.8841346011433988,,1,0.8892740497325025,,1,0.8892740497325025,,1,0.9444790031300296,,1,0.9295636372787236,,1,0.3724643588066101,,1,13.0129,,1,1674.0,,1,0.4880466472303207,,1
spambase,44,rpl_lite_xgboost,500,0.9283387622149836,,1,0.9288263870375308,,1,0.9255256064690028,,1,0.9255256064690028,,1,0.9751720528846628,,1,0.9620881735899448,,1,0.2214252352714538,,1,13.178,,1,1552.0,,1,0.4880503144654088,,1
spambase,44,rpl_lr,50,0.9022801302931596,,1,0.8948058295565626,,1,0.8970811728946898,,1,0.8970811728946898,,1,0.9579198633450832,,1,0.9219574822609444,,1,0.4439344108104706,,1,0.3504,,1,,,0,,,0
spambase,44,rpl_lr,100,0.9098805646036916,,1,0.9078171746793448,,1,0.9060487067455708,,1,0.9060487067455708,,1,0.9505687372256288,,1,0.8986693244261929,,1,0.5270897746086121,,1,0.2823,,1,,,0,,,0
spambase,44,rpl_lr,250,0.9239956568946796,,1,0.9165778014751622,,1,0.9197854974369184,,1,0.9197854974369184,,1,0.9626618087028642,,1,0.9202964356109204,,1,0.3875374794006347,,1,0.2618,,1,,,0,,,0
spambase,44,rpl_lr,500,0.9174809989142236,,1,0.914570929233686,,1,0.9137725436089484,,1,0.9137725436089484,,1,0.9602476376669926,,1,0.9178016028774756,,1,0.3782851696014404,,1,0.307,,1,,,0,,,0
spambase,44,self_training_catboost,50,0.8555917480998915,,1,0.8519431855208981,,1,0.8497234139393486,,1,0.8497234139393486,,1,0.9202731123552238,,1,0.9051140858290808,,1,0.4330082439315068,,1,5.0096,,1,1301.0,,1,0.3584022038567493,,1
spambase,44,self_training_catboost,100,0.8849077090119435,,1,0.8790248526318908,,1,0.879389497820694,,1,0.879389497820694,,1,0.937577139923181,,1,0.928780064923899,,1,0.3560763301545483,,1,6.6622,,1,1432.0,,1,0.4,,1
spambase,44,self_training_catboost,250,0.8914223669923995,,1,0.8791063123907699,,1,0.8845309020882228,,1,0.8845309020882228,,1,0.9530199354246276,,1,0.9399128327163812,,1,0.283593038962126,,1,7.8523,,1,1372.0,,1,0.4,,1
spambase,44,self_training_catboost,500,0.9348534201954396,,1,0.9317959655203056,,1,0.9317959655203056,,1,0.9317959655203056,,1,0.9742735270594508,,1,0.9633905081800336,,1,0.1914158322137394,,1,8.6869,,1,1272.0,,1,0.4,,1
spambase,44,self_training_lightgbm,50,0.7752442996742671,,1,0.7413504546935632,,1,0.7501274612471935,,1,0.7501274612471935,,1,0.8317559761841287,,1,0.7186364140101472,,1,0.4978795844651654,,1,0.6817,,1,0.0,,1,0.0,,1
spambase,44,self_training_lightgbm,100,0.8425624321389794,,1,0.8344515536597648,,1,0.8349333837636598,,1,0.8349333837636598,,1,0.9242473611975076,,1,0.9082412009234464,,1,1.0287617230402049,,1,20.6853,,1,1748.0,,1,0.488268156424581,,1
spambase,44,self_training_lightgbm,250,0.9142236699239956,,1,0.9046624603809356,,1,0.9091326898267428,,1,0.9091326898267428,,1,0.9632493063578108,,1,0.953496383677107,,1,0.5020825318770151,,1,24.5456,,1,1674.0,,1,0.4880466472303207,,1
spambase,44,self_training_lightgbm,500,0.9435396308360476,,1,0.9447406617494594,,1,0.94132320509679,,1,0.94132320509679,,1,0.9816444009992396,,1,0.9697633259562816,,1,0.3159636183034159,,1,30.7996,,1,1552.0,,1,0.4880503144654088,,1
spambase,44,self_training_lr,50,0.8990228013029316,,1,0.8998193074439409,,1,0.8953737645924972,,1,0.8953737645924972,,1,0.9547108425407546,,1,0.9156465651009996,,1,0.3490332961082458,,1,0.3353,,1,1815.0,,1,0.5,,1
spambase,44,self_training_lr,100,0.9120521172638436,,1,0.9139414674605292,,1,0.9089499976200386,,1,0.9089499976200386,,1,0.9518128499066916,,1,0.8862820019335702,,1,0.3949728310108185,,1,0.265,,1,1790.0,,1,0.5,,1
spambase,44,self_training_lr,250,0.9250814332247556,,1,0.919880624426079,,1,0.9212954075674016,,1,0.9212954075674016,,1,0.9605981614779268,,1,0.913381552536732,,1,0.3069112300872803,,1,0.2476,,1,1715.0,,1,0.5,,1
spambase,44,self_training_lr,500,0.9185667752442996,,1,0.9164296928226549,,1,0.9150261349223824,,1,0.9150261349223824,,1,0.9597341943383,,1,0.9076380390898195,,1,0.3160195648670196,,1,0.2348,,1,1590.0,,1,0.5,,1
spambase,44,self_training_xgboost,50,0.8251900108577633,,1,0.8162638111318463,,1,0.8167191364548223,,1,0.8167191364548223,,1,0.8913129338349278,,1,0.8572613629370114,,1,0.7427996397018433,,1,11.6158,,1,1772.0,,1,0.4881542699724518,,1
spambase,44,self_training_xgboost,100,0.8327904451682954,,1,0.8326446280991735,,1,0.8273836762114324,,1,0.8273836762114324,,1,0.9192091985347116,,1,0.8896082019018713,,1,0.5800800919532776,,1,12.3798,,1,1748.0,,1,0.488268156424581,,1
spambase,44,self_training_xgboost,250,0.8925081433224755,,1,0.8790396634971416,,1,0.8853586071886147,,1,0.8853586071886147,,1,0.9424844732762622,,1,0.9287970700778622,,1,0.3812881410121918,,1,15.9465,,1,1674.0,,1,0.4880466472303207,,1
spambase,44,self_training_xgboost,500,0.9283387622149836,,1,0.9278636807962322,,1,0.9253932484977024,,1,0.9253932484977024,,1,0.9749548268609852,,1,0.9617251840301752,,1,0.220949187874794,,1,14.1429,,1,1552.0,,1,0.4880503144654088,,1
spambase,44,xgboost,50,0.8621064060803475,,1,0.8553941171243225,,1,0.8555650912234125,,1,0.8555650912234125,,1,0.921761604312924,,1,0.8980456727714806,,1,0.3465329110622406,,1,13.829,,1,,,0,,,0
spambase,44,xgboost,100,0.8555917480998915,,1,0.8524245386415474,,1,0.8498567735624956,,1,0.8498567735624956,,1,0.9262122693207736,,1,0.9017515555790976,,1,0.3610012233257293,,1,2.8812,,1,,,0,,,0
spambase,44,xgboost,250,0.9098805646036916,,1,0.89722740602506,,1,0.9038865090571214,,1,0.9038865090571214,,1,0.9567325256474816,,1,0.9470420568888972,,1,0.2644012570381164,,1,4.1609,,1,,,0,,,0
spambase,44,xgboost,500,0.9337676438653636,,1,0.9352320862584792,,1,0.9312573033226677,,1,0.9312573033226677,,1,0.9771764566485972,,1,0.963046961722241,,1,0.1894601136445999,,1,3.4825,,1,,,0,,,0
