method,n_labeled,metric_accuracy_mean,metric_accuracy_std,metric_accuracy_count,metric_balanced_accuracy_mean,metric_balanced_accuracy_std,metric_balanced_accuracy_count,metric_macro_f1_mean,metric_macro_f1_std,metric_macro_f1_count,metric_f1_macro_mean,metric_f1_macro_std,metric_f1_macro_count,metric_roc_auc_mean,metric_roc_auc_std,metric_roc_auc_count,metric_average_precision_mean,metric_average_precision_std,metric_average_precision_count,metric_log_loss_mean,metric_log_loss_std,metric_log_loss_count,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count,n_pseudo_added_total_mean,n_pseudo_added_total_std,n_pseudo_added_total_count,pseudo_label_fraction_mean,pseudo_label_fraction_std,pseudo_label_fraction_count
label_spreading,250,0.7564084627635713,0.12375324546421869,28,0.6866290536562546,0.15068772800158595,28,0.6889250783850908,0.15118200345360883,28,0.6889250783850908,0.15118200345360883,28,0.8417898602890693,0.10950307178420123,28,0.6242587559999654,0.19457521485726526,16,0.7974587756230124,0.3490972397966406,28,10.863214285714287,12.194337754837184,28,,,0,,,0
label_spreading,500,0.773886182896129,0.11907556209832477,30,0.7028141933810098,0.15297658040732423,30,0.706377808767311,0.15327435487849905,30,0.706377808767311,0.15327435487849905,30,0.8555580917412072,0.10346869435767349,30,0.653481152507632,0.17629138401544825,18,0.7073056985836267,0.33059816377557816,30,10.568266666666666,10.7633055663863,30,,,0,,,0
lightgbm,50,0.610579484409777,0.18145409945912633,30,0.457534031759604,0.1480529769690387,30,0.3995933194893872,0.15620250922665788,30,0.3995933194893872,0.15620250922665788,30,0.6287240118009401,0.14151496767639954,30,0.35773737464245847,0.17870247193466393,18,0.9063520686041227,0.4835404304985481,30,1.17175,0.8162341887363386,30,,,0,,,0
lightgbm,100,0.7487420821632242,0.1172526320251556,30,0.6939009910979345,0.1426979389865906,30,0.6925880235852887,0.14429989539465973,30,0.6925880235852887,0.14429989539465973,30,0.8257835423087165,0.10397974235207207,30,0.6272852286691843,0.21616629308157795,18,0.9884057038415807,0.718408515305173,30,2.10866,1.4197221920089713,30,,,0,,,0
lightgbm,250,0.7988954168103113,0.10499073096995555,30,0.7373245630871549,0.14096105890918212,30,0.7430919809125479,0.1396685295714749,30,0.7430919809125479,0.1396685295714749,30,0.8764522191927642,0.08056102161179834,30,0.7054725936964961,0.18294745430262807,18,0.8821542872576779,0.5392866411041155,30,4.101556666666666,2.0872151953034805,30,,,0,,,0
lightgbm,500,0.8223068144922847,0.1014161048648257,30,0.761501992959859,0.14462475937010608,30,0.7685322519394991,0.14245553892474563,30,0.7685322519394991,0.14245553892474563,30,0.8967261865146884,0.0740409073305299,30,0.7401920144714068,0.17910396140956072,18,0.7952033247788878,0.488801089882453,30,6.278913333333334,3.0702516695376705,30,,,0,,,0
logistic_regression,50,0.7349333521565814,0.1228298517294817,30,0.6694377657062773,0.1362727891525929,30,0.6680097654135775,0.13904678757443595,30,0.6680097654135775,0.13904678757443595,30,0.8233869244562897,0.10224266323618236,30,0.6167107586948591,0.17432166930304452,18,0.7148159146308899,0.4508384117135787,30,0.40486333333333335,0.3516141689147484,30,,,0,,,0
logistic_regression,100,0.7599831652784396,0.12685448797127458,30,0.7025860428395009,0.13997513895652242,30,0.7026552453970183,0.14344261534893302,30,0.7026552453970183,0.14344261534893302,30,0.8425645124608202,0.09671600902299252,30,0.6577607472526542,0.1677586885253235,18,0.6945858925580979,0.5096529144163029,30,0.4015333333333333,0.3662360331180194,30,,,0,,,0
logistic_regression,250,0.7775989839876157,0.12259047102182033,30,0.7140002935651814,0.14563371625437638,30,0.7180053146349673,0.14598666650880276,30,0.7180053146349673,0.14598666650880276,30,0.8590552886367637,0.09435602323012515,30,0.6867401367637648,0.15366980703946298,18,0.5887374520301819,0.38777126692110747,30,0.4197366666666667,0.38350628685521077,30,,,0,,,0
logistic_regression,500,0.7900423290320902,0.11124477827143497,30,0.7210371778595643,0.13976894504630907,30,0.7295215157404553,0.13831684754096255,30,0.7295215157404553,0.13831684754096255,30,0.8752550339512168,0.08269563608375158,30,0.7061165208523397,0.15203411581094686,18,0.5028866837422054,0.25207906094321003,30,0.4324266666666666,0.3881806279994186,30,,,0,,,0
