dataset,method,n_labeled,pseudo_label_fraction,pseudo_label_fraction,pseudo_label_fraction,n_pseudo_added_total,n_pseudo_added_total,n_pseudo_added_total,runtime_seconds,runtime_seconds,runtime_seconds
,,,mean,std,count,mean,std,count,mean,std,count
adult,rpl_lite_xgboost,250,0.0772737810061046,0.0,3,3000.0,0.0,3,22.53916666666667,0.5353760391849216,3
adult,rpl_lite_xgboost,500,0.0777746091825888,0.0,3,3000.0,0.0,3,23.3225,0.6903146891092484,3
adult,rpl_lr,50,,,0,,,0,1.1130666666666666,0.06623989231070154,3
adult,rpl_lr,100,,,0,,,0,1.5156333333333334,0.23294472162582563,3
adult,rpl_lr,250,,,0,,,0,1.3807,0.09930135950730987,3
adult,rpl_lr,500,,,0,,,0,1.7092666666666665,0.10451460822934436,3
adult,self_training_catboost,50,0.0337664112617345,0.006126379951217512,3,1317.6666666666667,239.0697248363609,3,3.7580000000000005,0.5798313202992744,3
adult,self_training_catboost,100,0.0350755651348369,0.0029932932721824096,3,1367.0,116.6576186967658,3,3.879633333333333,0.1471168696422451,3
adult,self_training_catboost,250,0.036962625247919996,0.001649110919043794,3,1435.0,64.02343321003646,3,4.010066666666667,0.11593797192177098,3
adult,self_training_catboost,500,0.03689108962227463,0.0019010196280111525,3,1423.0,73.32803011127464,3,4.161366666666667,0.19363941575343926,3
adult,self_training_lightgbm,50,0.0,0.0,3,0.0,0.0,3,0.9708,0.3045608477792246,3
adult,self_training_lightgbm,100,0.07610396941472297,0.0015110391157299422,3,2966.0,58.88972745734183,3,11.211333333333334,1.131419207603147,3
adult,self_training_lightgbm,250,0.0772737810061046,0.0,3,3000.0,0.0,3,13.901366666666666,1.521427475541748,3
adult,self_training_lightgbm,500,0.0777746091825888,0.0,3,3000.0,0.0,3,16.186433333333333,0.8067777967528194,3
adult,self_training_lr,50,0.127540168618507,0.0010208638129842428,3,4977.0,39.83716857408418,3,0.8656666666666667,0.11383164469220904,3
adult,self_training_lr,100,0.1282939470915762,0.0,3,5000.0,0.0,3,0.7667,0.022507998578283235,3
adult,self_training_lr,250,0.12731284719539096,0.0025578715272033467,3,4942.666666666667,99.30424630061576,3,0.8973333333333334,0.15586267459957603,3
adult,self_training_lr,500,0.1296243486376481,0.0,3,5000.0,0.0,3,0.9607,0.10127047941033944,3
