dataset,ssl_method,supervised_method,n_labeled,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_macro_f1_mean,delta_macro_f1_std,delta_roc_auc_mean,delta_roc_auc_std,runtime_ratio_ssl_over_sup_mean,pseudo_label_fraction_mean,n_paired_seeds,n_expected_seeds,pair_complete,comparison_warning
electricity,self_training_catboost,catboost,250,-0.0037835146895549565,0.004975272007674193,-0.0016160768986891079,0.005857959679946133,0.0036297572371397266,0.002036409229522531,0.5489102557325856,0.0,3,3,True,
electricity,self_training_catboost,catboost,500,-0.006250668582883405,0.007086801835603868,-0.0036805844131073684,0.007279003399842678,0.0009235745812926263,0.0061601990664471315,0.5073796146815853,0.0,3,3,True,
electricity,self_training_lightgbm,lightgbm,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0618936285766993,0.0,3,3,True,
electricity,self_training_lightgbm,lightgbm,100,0.007775718597866299,0.004531233469428733,0.008086550845253485,0.00555608015271788,0.022812504775592046,0.007559430037652956,11.529213916201167,0.0829898475753132,3,3,True,
electricity,self_training_lightgbm,lightgbm,250,0.0007001516229703612,0.009342260672085198,0.0006994655546013195,0.010651138448629138,0.0022594862359963295,0.0063250276793542,8.356054372975638,0.0833356482124503,3,3,True,
electricity,self_training_lightgbm,lightgbm,500,-0.0025693017303755803,0.005558712309903813,-0.0022594073162979234,0.0061062225320338715,0.0023900716853737882,0.0051879784113386925,5.889682601632576,0.0839184312847911,3,3,True,
electricity,self_training_lr,logistic_regression,50,0.011233811988845543,0.016227053209531588,0.009112893412610493,0.015630712629443735,0.012639522035495157,0.02202542030240799,1.1381318839599819,0.1381253625790767,3,3,True,
electricity,self_training_lr,logistic_regression,100,-0.0010233969126586622,0.013057370386298233,-0.0033378657467038795,0.012949202728397606,-0.004546338690633959,0.005592267773081437,1.4266815429403945,0.1381319907420214,3,3,True,
electricity,self_training_lr,logistic_regression,250,-0.002384457250229103,0.0074802724369895,-0.0038379635051606353,0.007608823904466755,-0.0017235734517613288,0.005626102993169785,2.1038977142564006,0.13706862227654468,3,3,True,
electricity,self_training_lr,logistic_regression,500,0.001946730638005804,0.007923512423643106,7.341937584877851e-05,0.008136099319137604,-0.007310310162659113,0.004199987907837624,1.4303604980438258,0.13753298460563,3,3,True,
electricity,self_training_xgboost,xgboost,50,0.0017794437257524869,0.02034513909616087,-0.00022883343512022,0.021119795023008335,0.0016924947294073938,0.036314638324279794,4.824455628220031,0.082875217547446,3,3,True,
