dataset,dataset_id,method,n_labeled,metric_accuracy_mean,metric_accuracy_std,metric_accuracy_count,metric_balanced_accuracy_mean,metric_balanced_accuracy_std,metric_balanced_accuracy_count,metric_macro_f1_mean,metric_macro_f1_std,metric_macro_f1_count,metric_f1_macro_mean,metric_f1_macro_std,metric_f1_macro_count,metric_roc_auc_mean,metric_roc_auc_std,metric_roc_auc_count,metric_average_precision_mean,metric_average_precision_std,metric_average_precision_count,metric_log_loss_mean,metric_log_loss_std,metric_log_loss_count,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count,n_pseudo_added_total_mean,n_pseudo_added_total_std,n_pseudo_added_total_count,pseudo_label_fraction_mean,pseudo_label_fraction_std,pseudo_label_fraction_count,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,is_complete,rank_balanced_accuracy
MagicTelescope,1120,self_training_lr,50,0.7450052576235541,0.027445600706915187,3,0.7232708634135756,0.027587911341776107,3,0.7220634119827665,0.028647364305592726,3,0.7220634119827665,0.028647364305592726,3,0.7751557201861611,0.027585580766536524,3,0.683857410683435,0.08013692860651751,3,0.9946734110514323,0.18662244164825853,3,0.5751333333333334,0.15864943533884174,3,4901.0,150.34294130420622,3,0.32315706184887244,0.009913157147844295,3,3,3,0,1.0,True,1.0
MagicTelescope,1120,rpl_lite_xgboost,50,0.7513144058885383,0.0113038906414301,3,0.719761249252919,0.006865484840255536,3,0.7224364843098909,0.0049130339384215425,3,0.7224364843098909,0.0049130339384215425,3,0.77673413733199,0.002982135340100174,3,0.699197398297498,0.02122747748824988,3,0.9627313017845154,0.07127877929238868,3,9.7887,1.6206828406569864,3,3000.0,0.0,3,0.1978108927864961,0.0,3,3,3,0,1.0,True,2.0
MagicTelescope,1120,self_training_xgboost,50,0.7514020329477743,0.0077553660345865885,3,0.717948554754224,0.007712758964242227,3,0.7214664741099778,0.003760387270260658,3,0.7214664741099778,0.003760387270260658,3,0.7743976778760148,0.00256927222353376,3,0.696078606616771,0.02094763728715206,3,0.9595810572306315,0.037209250029235134,3,3.2682333333333333,2.1306809811263006,3,2936.0,110.85125168440814,3,0.1935909270737175,0.007309195020731157,3,3,3,0,1.0,True,3.0
MagicTelescope,1120,xgboost,50,0.7620925341745531,0.003437617463360131,3,0.7169635594155249,0.004492072012618233,3,0.7254992005767643,0.003534726025285111,3,0.7254992005767643,0.003534726025285111,3,0.7952445233248917,0.013324106210290215,3,0.7130609500384614,0.01246742199518209,3,0.5673995216687521,0.046341433363473225,3,1.2327000000000001,0.311769546299827,3,,,0,,,0,3,3,0,1.0,True,4.0
MagicTelescope,1120,self_training_catboost,50,0.7522783035401331,0.02522883322105543,3,0.7044368433111846,0.021102237217500534,3,0.7128583539659948,0.02342972081474083,3,0.7128583539659948,0.02342972081474083,3,0.8131947753018531,0.02383361626992106,3,0.7068210620113479,0.03315786092941598,3,0.512970854836841,0.01999505785808269,3,0.8126000000000001,0.0938281407681086,3,0.0,0.0,3,0.0,0.0,3,3,3,0,1.0,True,5.0
MagicTelescope,1120,catboost,50,0.7398352611286366,0.04142387920050578,3,0.7035003400506984,0.02106937566271182,3,0.707501569883385,0.03040435139491537,3,0.707501569883385,0.03040435139491537,3,0.8038901557444321,0.04343379626002485,3,0.6720734363981983,0.08194348323448769,3,0.7502436547233687,0.20194460037621448,3,3.0292666666666666,1.5446905752717381,3,,,0,,,0,3,3,0,1.0,True,6.0
MagicTelescope,1120,vime,50,0.7613038906414301,0.004621029398329899,3,0.7015409570154096,0.011567508180254076,3,0.7128261214320831,0.010454633009082259,3,0.7128261214320831,0.010454633009082259,3,0.7961794101827707,0.024737353346456662,3,0.7167000099991373,0.022994818238262073,3,0.5339569074372262,0.03799194833642627,3,117.88956666666667,22.15474793748133,3,,,0,,,0,3,3,0,1.0,True,7.0
MagicTelescope,1120,logistic_regression,50,0.7549071153172099,0.023041251548597895,3,0.701336381060449,0.018276849711703985,3,0.7114002816975864,0.02154242000526532,3,0.7114002816975864,0.02154242000526532,3,0.7852294948216522,0.03876665393001014,3,0.6942311908144463,0.07277672870595915,3,0.5445833007494608,0.07595256755970729,3,0.3584333333333333,0.19112860417355987,3,,,0,,,0,3,3,0,1.0,True,8.0
MagicTelescope,1120,random_forest,50,0.754118471784087,0.03864383117310087,3,0.6977082643836597,0.030483764182984593,3,0.7079742553995784,0.03519348282783082,3,0.7079742553995784,0.03519348282783082,3,0.8169578110837535,0.02745326170440835,3,0.7181609450485115,0.06345336852314273,3,0.4966783122811255,0.02061315548689356,3,2.8054666666666663,0.6070195246722572,3,,,0,,,0,3,3,0,1.0,True,9.0
MagicTelescope,1120,sslae,50,0.7597266035751841,0.007360672975814963,3,0.6972475896406373,0.012529611016278518,3,0.7081824374109938,0.010480820689405423,3,0.7081824374109938,0.010480820689405423,3,0.7811773250234074,0.010799148293226205,3,0.703906874889285,0.03382263823044857,3,0.5577840874302482,0.02608616273966813,3,38.31456666666667,24.634748958398852,3,,,0,,,0,3,3,0,1.0,True,10.0
MagicTelescope,1120,scarf,50,0.7556081317910971,0.025977839416316595,3,0.6883162580602926,0.03932172720468257,3,0.6985546771912547,0.04276407131573294,3,0.6985546771912547,0.04276407131573294,3,0.7819024331304344,0.05475288676748739,3,0.7096427883403642,0.0653419891886104,3,0.5346141306751636,0.0569862764312283,3,119.52363333333334,16.27359767363485,3,,,0,,,0,3,3,0,1.0,True,11.0
MagicTelescope,1120,rpl_lr,50,0.7522783035401331,0.024225514420463282,3,0.6877992112763479,0.0204174378650065,3,0.6988097651070406,0.02377698336400839,3,0.6988097651070406,0.02377698336400839,3,0.7898493250104762,0.03562249459649955,3,0.6902267550001472,0.08490178898181959,3,2.100673794746399,0.29005777328648885,3,0.47413333333333335,0.10080160382321966,3,,,0,,,0,3,3,0,1.0,True,12.0
MagicTelescope,1120,label_spreading,50,0.721521205748335,0.01601706633443385,3,0.6587206335005097,0.005126573298782586,3,0.6656606665400221,0.006532894991416936,3,0.6656606665400221,0.006532894991416936,3,0.7878527142026428,0.02063552076612353,3,0.6626392414097344,0.045696276286862444,3,0.8311109911374738,0.1064433679377219,3,23.188599999999997,6.1392662485023415,3,,,0,,,0,3,3,0,1.0,True,13.0
MagicTelescope,1120,mlp,50,0.6511566771819138,0.031068952056139097,3,0.5854184926964868,0.05322630712488762,3,0.569589243654033,0.0734210955934193,3,0.569589243654033,0.0734210955934193,3,0.5919394144015815,0.08488044158206827,3,0.5159870522327419,0.0998309876505978,3,0.6603769461313883,0.0179473588856638,3,0.4230666666666667,0.02869186876683589,3,,,0,,,0,3,3,0,1.0,True,14.0
MagicTelescope,1120,label_propagation,50,0.6497546442341395,0.0021410430639451153,3,0.5021745666323585,0.0031415113008716215,3,0.3980799333559358,0.006922778623643991,3,0.3980799333559358,0.006922778623643991,3,0.6607272457994747,0.04382373482865238,3,0.5467414275442922,0.05278626675133666,3,0.9008467475838491,0.11807704437669199,3,12.592433333333332,1.282613851996513,3,,,0,,,0,3,3,0,1.0,True,15.0
MagicTelescope,1120,lightgbm,50,0.6482649842271293,0.0,3,0.5,0.0,3,0.39330143540669854,0.0,3,0.39330143540669854,0.0,3,0.5153092521672928,0.02651640257963515,3,0.35730116697600117,0.009640856686432839,3,0.6528128514492659,0.007434255863512208,3,0.846,0.7713268827157522,3,,,0,,,0,3,3,0,1.0,True,16.5
MagicTelescope,1120,self_training_lightgbm,50,0.6482649842271293,0.0,3,0.5,0.0,3,0.39330143540669854,0.0,3,0.39330143540669854,0.0,3,0.5153092521672928,0.02651640257963515,3,0.35730116697600117,0.009640856686432839,3,0.6528128514492659,0.007434255863512208,3,0.45626666666666665,0.22766159828423707,3,0.0,0.0,3,0.0,0.0,3,3,3,0,1.0,True,16.5
MagicTelescope,1120,xgboost,100,0.797932001402033,0.021327965396949852,3,0.7593065390355168,0.032411754147189796,3,0.768136459590231,0.02933603983149743,3,0.768136459590231,0.02933603983149743,3,0.8326094375282618,0.0308835470851577,3,0.7839143390086863,0.028711926851575052,3,0.5299284259478251,0.0572051092958136,3,1.7440333333333335,0.3890255304389846,3,,,0,,,0,3,3,0,1.0,True,1.0
MagicTelescope,1120,self_training_lightgbm,100,0.7839992989835262,0.024060928907107454,3,0.7586455313943775,0.029334511244976373,3,0.7608278063780441,0.02807527237209902,3,0.7608278063780441,0.02807527237209902,3,0.8354123806741288,0.029150903829338756,3,0.784828814559698,0.026323972318567347,3,1.4413846671666464,0.236500996953218,3,9.775566666666668,0.5362101205062552,3,3000.0,0.0,3,0.1984652024345065,0.0,3,3,3,0,1.0,True,2.0
MagicTelescope,1120,catboost,100,0.7879425166491413,0.03167727281308362,3,0.7514308193827685,0.04092746658039841,3,0.7586501344987502,0.03962568832949918,3,0.7586501344987502,0.03962568832949918,3,0.8468996993895251,0.031179643488048962,3,0.7816575878954847,0.039854200238976185,3,0.6311991706048556,0.11997445523156383,3,2.6672,0.8570280742192753,3,,,0,,,0,3,3,0,1.0,True,3.0
MagicTelescope,1120,rpl_lite_xgboost,100,0.7729582895198037,0.038375550030857186,3,0.749901803541619,0.03860183926721009,3,0.7505810996110127,0.04000306596093104,3,0.7505810996110127,0.04000306596093104,3,0.8212883052059073,0.03682618705303993,3,0.769214931397725,0.036367794407021155,3,0.7985120813051859,0.14777024608935377,3,10.195,0.9936149807646816,3,3000.0,0.0,3,0.1984652024345065,0.0,3,3,3,0,1.0,True,4.0
MagicTelescope,1120,self_training_catboost,100,0.7970557308096741,0.026467578814315204,3,0.7495141699914049,0.03579960539721208,3,0.7616288444324435,0.035965795089853037,3,0.7616288444324435,0.035965795089853037,3,0.8549364531520053,0.03275921056918393,3,0.7924136446274345,0.04307115493672656,3,0.45619104985326864,0.03042896020224661,3,1.1750999999999998,0.17073570218322828,3,0.0,0.0,3,0.0,0.0,3,3,3,0,1.0,True,5.0
MagicTelescope,1120,self_training_xgboost,100,0.7700665965650192,0.04352595776249324,3,0.7481272965545166,0.041674884281098785,3,0.7482668628607586,0.04432433687082394,3,0.7482668628607586,0.04432433687082394,3,0.8210798397821737,0.03893788568598646,3,0.7690867602638914,0.03881167728288607,3,0.8022952079772949,0.1605805412095576,3,4.3197,1.6739642051131203,3,3000.0,0.0,3,0.1984652024345065,0.0,3,3,3,0,1.0,True,6.0
MagicTelescope,1120,lightgbm,100,0.784086926042762,0.02337771043104469,3,0.7474884134240621,0.027454687606824638,3,0.7546865355622697,0.026940998764800276,3,0.7546865355622697,0.026940998764800276,3,0.8251283221619709,0.029886086852432204,3,0.7729296155550943,0.02789073781904699,3,0.6082248679117706,0.07532485096296478,3,1.1072666666666666,0.05287270877620448,3,,,0,,,0,3,3,0,1.0,True,7.0
