timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-06-28T15:29:45.380038+00:00,spambase,44,xgboost,0,50,3630,40,10,921,2,57,57,,,,,0.8182,success,,0.8197611292073833,0.8146716431173909,0.8125202334821209,0.43284475803375244,0.8865685199996051,0.855474157610305
