timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-06-28T15:30:49.206085+00:00,spambase,44,rpl_lite_xgboost,0,50,3630,40,10,921,2,57,57,3603.0,18.0,5.0,"{0: 2037, 1: 1566}",17.9443,success,,0.8013029315960912,0.7965505494831009,0.793771909968003,1.3088792562484741,0.8869585394512081,0.8532301687307959
