timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,pseudo_label_fraction,mean_selected_confidence,min_selected_confidence,max_selected_confidence,mean_selected_density,stopped_reason,graph_n_neighbors_used,graph_retry_count,graph_n_rows,graph_n_unlabeled_used,neural_method,method_fidelity,reference_family,best_epoch,epochs_trained,pretrain_epochs_trained,finetune_epochs_trained,best_val_loss,final_train_loss,neural_validation_strategy,validation_strategy,labeled_classes_present,all_classes_present_in_labeled,min_labeled_per_class,max_labeled_per_class,train_pool_class_counts,labeled_class_counts,val_class_counts,test_class_counts,unlabeled_class_counts,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-07-07T09:44:52.428859+00:00,segment,36,logistic_regression,0,50,1798,40,10,462,7,19,19,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",0.0887,success,,0.8138528138528138,0.8138528138528139,0.807900684550592,0.6112551093101501,0.9622141326686781,
2026-07-07T09:44:52.522081+00:00,segment,36,random_forest,0,50,1798,40,10,462,7,19,19,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",0.9817,success,,0.8398268398268398,0.8398268398268398,0.8389856361898352,0.5421373115438396,0.9801887926887927,
2026-07-07T09:44:53.508495+00:00,segment,36,label_spreading,0,50,1798,40,10,462,7,19,19,,,,,,,,,,,50,3,1838,1798,,,,,,,,,,,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",7.6291,success,,0.8051948051948052,0.8051948051948052,0.8033527015294196,0.534536150370205,0.971112641567187,
2026-07-07T09:45:01.143233+00:00,segment,36,self_training_lightgbm,0,50,1798,40,10,462,7,19,19,0.0,0.0,0.0,"{0: 6, 1: 5, 2: 6, 3: 6, 4: 6, 5: 6, 6: 5}",0.0,,,,,no_candidates,,,,,,,,,,,,,,,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",2.1318,success,,0.3939393939393939,0.3939393939393939,0.31674820195075,1.7816050795888854,0.7499016135379772,
2026-07-07T09:45:03.281016+00:00,segment,36,rpl_lite_xgboost,0,50,1798,40,10,462,7,19,19,878.0,230.0,3.0,"{0: 139, 2: 76, 5: 334, 4: 91, 3: 237, 1: 1}",0.4883203559510567,0.9663853697597573,,,0.30747583569629033,max_iter,,,,,,,,,,,,,,,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",14.8445,success,,0.6818181818181818,0.6818181818181817,0.6767216210495335,1.226481556892395,0.9119714460623553,
2026-07-07T09:45:18.137450+00:00,segment,36,sslae,0,50,1798,40,10,462,7,19,19,,,,,,,,,,,,,,,sslae,style_baseline,supervised_autoencoder,18,28,,,0.8849027752876282,0.40067312121391296,internal_stratified_val,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",13.0624,success,,0.7380952380952381,0.738095238095238,0.6963481599064202,0.7947366750855108,0.9424275219729764,
2026-07-07T09:45:31.207065+00:00,segment,36,scarf,0,50,1798,40,10,462,7,19,19,,,,,,,,,,,,,,,scarf,paper_faithful_core,SCARF,57,67,50,67,0.8312256932258606,0.12902939319610596,internal_stratified_val,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",20.8694,success,,0.8138528138528138,0.8138528138528139,0.8037300829292577,0.6070759029480146,0.9592188114915388,
2026-07-07T09:45:52.079808+00:00,segment,36,vime,0,50,1798,40,10,462,7,19,19,,,,,,,,,,,,,,,vime,paper_faithful_core,VIME,37,47,50,47,0.9334975481033325,0.3420312702655792,internal_stratified_val,stratified_labeled_val,7,True,7,8,"{brickface:264,cement:264,foliage:264,grass:264,path:264,sky:264,window:264}","{brickface:8,cement:7,foliage:7,grass:7,path:7,sky:7,window:7}","{brickface:2,cement:2,foliage:1,grass:1,path:1,sky:1,window:2}","{brickface:66,cement:66,foliage:66,grass:66,path:66,sky:66,window:66}","{brickface:256,cement:257,foliage:257,grass:257,path:257,sky:257,window:257}",12.4731,success,,0.7294372294372294,0.7294372294372293,0.6797408276281516,0.7724664031383429,0.9431380908653636,
