timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,pseudo_label_fraction,mean_selected_confidence,min_selected_confidence,max_selected_confidence,mean_selected_density,stopped_reason,graph_n_neighbors_used,graph_retry_count,graph_n_rows,graph_n_unlabeled_used,validation_strategy,labeled_classes_present,all_classes_present_in_labeled,min_labeled_per_class,max_labeled_per_class,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision,best_epoch,best_val_loss,epochs_trained,final_train_loss,finetune_epochs_trained,neural_method,neural_validation_strategy,pretrain_epochs_trained,method_fidelity,reference_family,labeled_class_counts,test_class_counts,train_pool_class_counts,unlabeled_class_counts,val_class_counts
2026-06-29T11:18:56.911505+00:00,phoneme,1489,mlp,0,50,4273,40,10,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,15,35,0.3563,success,,0.7067530064754857,0.5,0.4140921409214092,0.6253673434257507,0.7114803375889804,0.4781134256532181,,,,,,,,,,,,,,,
2026-06-29T11:18:57.285981+00:00,phoneme,1489,mlp,0,100,4223,80,20,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,30,70,0.5211,success,,0.7132284921369103,0.5590285232959519,0.5484617706345869,0.5224124789237976,0.798937189290964,0.561507673054279,,,,,,,,,,,,,,,
2026-06-29T11:18:57.819088+00:00,phoneme,1489,mlp,0,250,4073,200,50,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,74,176,0.3817,success,,0.7224791859389454,0.5572674946735594,0.5398694665153234,0.5253142714500427,0.8022280212066659,0.5870010079356894,,,,,,,,,,,,,,,
2026-06-29T11:18:58.211570+00:00,phoneme,1489,mlp,0,500,3823,400,100,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,147,353,0.5468,success,,0.7687326549491211,0.7044217715163427,0.7110466260082628,0.4652813374996185,0.8163637339587428,0.5863552115899504,,,,,,,,,,,,,,,
2026-06-29T11:18:58.767372+00:00,phoneme,1489,mlp,1,50,4273,40,10,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,15,35,0.1938,success,,0.7039777983348752,0.5146477116950469,0.461968220787139,0.6436046957969666,0.5549738219895288,0.348131180606822,,,,,,,,,,,,,,,
2026-06-29T11:18:58.971484+00:00,phoneme,1489,mlp,1,100,4223,80,20,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,30,70,0.3107,success,,0.7030527289546716,0.5130704246288007,0.4590660732519077,0.6416028738021851,0.5612458090409104,0.3575524514868684,,,,,,,,,,,,,,,
2026-06-29T11:18:59.292910+00:00,phoneme,1489,mlp,1,250,4073,200,50,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,74,176,0.3219,success,,0.7493061979648473,0.6159285348572183,0.6240289533294404,0.5232842564582825,0.7954068739987118,0.5984606709962267,,,,,,,,,,,,,,,
2026-06-29T11:18:59.624719+00:00,phoneme,1489,mlp,1,500,3823,400,100,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,147,353,0.3548,success,,0.7446808510638298,0.5969680578723967,0.5979853183714388,0.5678489208221436,0.7486704543577716,0.5599692823441828,,,,,,,,,,,,,,,
2026-06-29T11:18:59.990643+00:00,phoneme,1489,mlp,2,50,4273,40,10,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,15,35,0.2505,success,,0.6919518963922294,0.552281698515203,0.5466432078910148,0.6614837646484375,0.6130733149454144,0.3702783564611365,,,,,,,,,,,,,,,
2026-06-29T11:19:00.250331+00:00,phoneme,1489,mlp,2,100,4223,80,20,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,30,70,0.278,success,,0.4801110083256244,0.3885700365005697,0.3912556413277862,0.6948748230934143,0.3719259418303136,0.2233320968981907,,,,,,,,,,,,,,,
2026-06-29T11:19:00.539123+00:00,phoneme,1489,mlp,2,250,4073,200,50,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,74,176,0.3563,success,,0.730804810360777,0.5576205262027846,0.5344909486694182,0.5730918049812317,0.7895725634630947,0.6097554111469476,,,,,,,,,,,,,,,
2026-06-29T11:19:00.905609+00:00,phoneme,1489,mlp,2,500,3823,400,100,1081,2,5,5,,,,,,,,,,,,,,,stratified_labeled_val,2,True,147,353,0.4714,success,,0.7631822386679001,0.6949580491188663,0.7022551213634016,0.4533120989799499,0.8306604786364312,0.6282271956129122,,,,,,,,,,,,,,,
