timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,pseudo_label_fraction,mean_selected_confidence,min_selected_confidence,max_selected_confidence,mean_selected_density,stopped_reason,graph_n_neighbors_used,graph_retry_count,graph_n_rows,graph_n_unlabeled_used,neural_method,method_fidelity,reference_family,best_epoch,epochs_trained,pretrain_epochs_trained,finetune_epochs_trained,best_val_loss,final_train_loss,neural_validation_strategy,validation_strategy,labeled_classes_present,all_classes_present_in_labeled,min_labeled_per_class,max_labeled_per_class,train_pool_class_counts,labeled_class_counts,val_class_counts,test_class_counts,unlabeled_class_counts,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-07-07T19:25:38.290538+00:00,adult,1590,logistic_regression,0,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",0.7539,success,,0.8099088954857201,0.7010691403397715,0.7163746818562566,0.41108742356300354,0.8553788092538608,0.6250072972411738
2026-07-07T19:25:39.059143+00:00,adult,1590,logistic_regression,0,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",0.6798,success,,0.8188146176681339,0.7401949086428332,0.745510264347073,0.3920291066169739,0.8633355009802761,0.674352667684662
2026-07-07T19:25:39.748325+00:00,adult,1590,logistic_regression,0,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",0.6864,success,,0.8146176681338929,0.7430059426679831,0.7441830193796087,0.39268624782562256,0.8613786326648853,0.6747571832044497
2026-07-07T19:25:40.445710+00:00,adult,1590,logistic_regression,0,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",0.8272,success,,0.8367284266557478,0.7395112595041764,0.757325443179117,0.35291439294815063,0.8838465867733936,0.7180161890813312
2026-07-07T19:25:41.279606+00:00,adult,1590,logistic_regression,1,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",0.7647,success,,0.8150271266250384,0.7256864090608793,0.7349321159873645,0.416226863861084,0.8413961626317696,0.6499994312969642
2026-07-07T19:25:42.052994+00:00,adult,1590,logistic_regression,1,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",0.7506,success,,0.8127751049237384,0.7420879447633368,0.7424784432453436,0.40307265520095825,0.8551191348199271,0.6583878010507956
2026-07-07T19:25:42.812288+00:00,adult,1590,logistic_regression,1,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",1.014,success,,0.8410277408127751,0.7396989572386456,0.7604404908557669,0.3635353446006775,0.8770349030297442,0.7117104219265319
2026-07-07T19:25:43.835627+00:00,adult,1590,logistic_regression,1,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",0.8491,success,,0.8397993653393387,0.7419695472656971,0.7608888353376948,0.35122600197792053,0.8873124907690818,0.7298321379103493
2026-07-07T19:25:44.697755+00:00,adult,1590,logistic_regression,2,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",0.7707,success,,0.8106254478452247,0.703299007843935,0.7182826547169934,0.41118675470352173,0.838610454274564,0.6329222945823009
2026-07-07T19:25:45.479092+00:00,adult,1590,logistic_regression,2,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",0.837,success,,0.8163578667212611,0.7064807175544522,0.7237093963347545,0.43942633271217346,0.8410341206968381,0.6401468147488829
2026-07-07T19:25:46.330812+00:00,adult,1590,logistic_regression,2,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",0.7483,success,,0.8251612242808886,0.7087495520522482,0.7304349371414243,0.37911882996559143,0.8628725017235844,0.6663452040269774
2026-07-07T19:25:47.087252+00:00,adult,1590,logistic_regression,2,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",0.7126,success,,0.8417442931722796,0.7495505845106603,0.7665214180626957,0.33849695324897766,0.8943851440092306,0.7323977189751629
2026-07-07T19:25:47.809616+00:00,adult,1590,random_forest,0,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",2.469,success,,0.8022315487767427,0.6315308997899005,0.6522971074149959,0.40733693082032346,0.8570594838928176,0.6346456722056543
2026-07-07T19:25:50.287989+00:00,adult,1590,random_forest,0,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",2.5807,success,,0.8309960077797113,0.7121451197610547,0.7363055533688134,0.3923264341491105,0.865018880861036,0.6674654227851251
2026-07-07T19:25:52.888506+00:00,adult,1590,random_forest,0,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",2.6903,success,,0.8251612242808886,0.7338134159042202,0.7461970595250265,0.3882473065733831,0.8601158027678422,0.6508100430901248
2026-07-07T19:25:55.591140+00:00,adult,1590,random_forest,0,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",2.3214,success,,0.8357047804278841,0.7150936894306433,0.7412655466588751,0.364818816788942,0.8790225650550216,0.6999019502291044
2026-07-07T19:25:57.922633+00:00,adult,1590,random_forest,1,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",2.1878,success,,0.8232162964479476,0.7005822255943733,0.7235312745986561,0.4003300386537893,0.8478445957154266,0.6473531997310676
2026-07-07T19:26:00.122095+00:00,adult,1590,random_forest,1,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",2.2317,success,,0.8194288054048521,0.7175867712064192,0.7327728305841642,0.3974829974088322,0.8627273108204261,0.6537529533327247
2026-07-07T19:26:02.365525+00:00,adult,1590,random_forest,1,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",2.2138,success,,0.8333503941037977,0.7175035706313885,0.741410983732496,0.36358591396309287,0.8758805130381718,0.6974779005406528
2026-07-07T19:26:04.591215+00:00,adult,1590,random_forest,1,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",2.3165,success,,0.8414371993039206,0.7398215277156628,0.7608005699871504,0.3489616972255974,0.8891115916848465,0.7150226793968094
2026-07-07T19:26:06.921331+00:00,adult,1590,random_forest,2,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",2.3098,success,,0.7871839492271471,0.6971246387782714,0.70131277073274,0.43520640441035396,0.8199136647979777,0.571979630074789
2026-07-07T19:26:09.244328+00:00,adult,1590,random_forest,2,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",2.1852,success,,0.8274132459821886,0.7130147111049255,0.7347002554784312,0.38520790465993865,0.8543024395870581,0.6722282495761492
2026-07-07T19:26:11.437296+00:00,adult,1590,random_forest,2,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",2.1542,success,,0.8210666393694339,0.7069375580691665,0.726768542098819,0.37966185962171684,0.8658830329421323,0.6551147310863039
2026-07-07T19:26:13.600457+00:00,adult,1590,random_forest,2,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",2.2896,success,,0.8358071450506704,0.7455014418938811,0.7600542323132464,0.3455843480210319,0.890226698111937,0.7131052859696076
2026-07-07T19:26:15.896941+00:00,adult,1590,xgboost,0,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",1.574,success,,0.7667110246698741,0.5985089915906119,0.609365887370636,0.5645409822463989,0.7566636724820156,0.45863948572303115
2026-07-07T19:26:17.486042+00:00,adult,1590,xgboost,0,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",1.7555,success,,0.7920974511208926,0.7070966780896941,0.7101653806164496,0.5079485774040222,0.8197725893158605,0.5895313820946679
2026-07-07T19:26:19.257287+00:00,adult,1590,xgboost,0,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",2.4917,success,,0.7971133176374245,0.7210934552833315,0.7212230918119678,0.5069695711135864,0.8383857465298943,0.6061996563457078
2026-07-07T19:26:21.764339+00:00,adult,1590,xgboost,0,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",3.1814,success,,0.8167673252124066,0.7082155833669761,0.7251088151255854,0.4642695486545563,0.8534695992408746,0.6558035216376964
2026-07-07T19:26:24.969746+00:00,adult,1590,xgboost,1,50,39023,40,10,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,14,36,"{<=50K:29724,>50K:9349}","{<=50K:36,>50K:14}","{<=50K:7,>50K:3}","{<=50K:7431,>50K:2338}","{<=50K:29688,>50K:9335}",1.9273,success,,0.7679394001433105,0.6742148668808067,0.6766830866419608,0.6036092638969421,0.7733881392299317,0.5269825831384167
2026-07-07T19:26:26.914707+00:00,adult,1590,xgboost,1,100,38973,80,20,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,27,73,"{<=50K:29724,>50K:9349}","{<=50K:73,>50K:27}","{<=50K:15,>50K:5}","{<=50K:7431,>50K:2338}","{<=50K:29651,>50K:9322}",1.795,success,,0.8012079025488791,0.7366832457698365,0.7321250337466522,0.4592868685722351,0.8418429016584744,0.6043677055204777
2026-07-07T19:26:28.723859+00:00,adult,1590,xgboost,1,250,38823,200,50,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,62,188,"{<=50K:29724,>50K:9349}","{<=50K:188,>50K:62}","{<=50K:38,>50K:12}","{<=50K:7431,>50K:2338}","{<=50K:29536,>50K:9287}",2.5652,success,,0.8307912785341386,0.7260814894808112,0.7452882129386241,0.44467276334762573,0.8737710863525846,0.6942381385918437
2026-07-07T19:26:31.302148+00:00,adult,1590,xgboost,1,500,38573,400,100,9769,2,14,108,,,,,,,,,,,,,,,,,,,,,,,,,stratified_labeled_val,2,True,122,378,"{<=50K:29724,>50K:9349}","{<=50K:378,>50K:122}","{<=50K:76,>50K:24}","{<=50K:7431,>50K:2338}","{<=50K:29346,>50K:9227}",2.7216,success,,0.8370355205241069,0.7493868886024018,0.7630410947716899,0.43438786268234253,0.8847288985095729,0.7159954779802924
