timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-06-28T15:29:59.020810+00:00,spambase,44,catboost,0,50,3630,40,10,921,2,57,57,,,,,3.3216,success,,0.8501628664495114,0.8416866613347551,0.8426693404634581,0.3823375287892699,0.9222873900293255,0.901177659856897
