timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-06-28T15:35:55.567196+00:00,phoneme,1489,random_forest,1,250,4073,200,50,1081,2,5,5,,,,,1.2407,success,,0.8260869565217391,0.7920623647744727,0.7909847867762612,0.4112849373893347,0.8874779097230252,0.7561074882197726
2026-06-28T15:35:56.810435+00:00,phoneme,1489,random_forest,1,500,3823,400,100,1081,2,5,5,,,,,0.9991,success,,0.8307123034227567,0.7768778799940542,0.7873824317483451,0.4034135627056719,0.8894619056270335,0.7739363002882853
2026-06-28T15:35:57.814258+00:00,phoneme,1489,random_forest,2,50,4273,40,10,1081,2,5,5,,,,,0.9235,success,,0.7890841813135985,0.7391220869737559,0.7421990711685703,0.49441150556282654,0.8503889540357078,0.6391750261889795
2026-06-28T15:35:58.741187+00:00,phoneme,1489,random_forest,2,100,4223,80,20,1081,2,5,5,,,,,1.0276,success,,0.7890841813135985,0.7455819446050176,0.7455819446050176,0.4739110716959578,0.8467822518043833,0.6248416445442867
2026-06-28T15:35:59.773026+00:00,phoneme,1489,random_forest,2,250,4073,200,50,1081,2,5,5,,,,,1.5146,success,,0.8066604995374653,0.7773960724726245,0.7715084674625929,0.45515573220880223,0.8752972897088213,0.6982219972229299
2026-06-28T15:36:01.293322+00:00,phoneme,1489,random_forest,2,500,3823,400,100,1081,2,5,5,,,,,1.4875,success,,0.8251618871415356,0.7867937304903629,0.7881176906156762,0.42573733333728353,0.89794704939964,0.7320053746303232
2026-06-28T15:36:02.787381+00:00,phoneme,1489,xgboost,0,50,4273,40,10,1081,2,5,5,,,,,0.5098,success,,0.7761332099907493,0.7225770888731069,0.7258392440934319,0.5821070671081543,0.8120798718351032,0.6104523930030628
2026-06-28T15:36:03.302312+00:00,phoneme,1489,xgboost,0,100,4223,80,20,1081,2,5,5,,,,,0.688,success,,0.786308973172988,0.7353130625794837,0.7385545435794777,0.5266368985176086,0.8435471617090854,0.6589905554000967
2026-06-28T15:36:03.995586+00:00,phoneme,1489,xgboost,0,250,4073,200,50,1081,2,5,5,,,,,2.4817,success,,0.8020351526364478,0.7658182899235304,0.7633634481460568,0.509739339351654,0.8743641303450211,0.7234060842541914
2026-06-28T15:36:06.483839+00:00,phoneme,1489,xgboost,0,500,3823,400,100,1081,2,5,5,,,,,2.6645,success,,0.8196114708603145,0.7708701504616249,0.7771197650186037,0.47957444190979004,0.8797091515682031,0.7272721520887623
2026-06-28T15:36:09.156868+00:00,phoneme,1489,xgboost,1,50,4273,40,10,1081,2,5,5,,,,,0.9624,success,,0.730804810360777,0.6757436371744265,0.6755812694336587,0.6815491914749146,0.7660164830627447,0.5468337671571987
2026-06-28T15:36:10.124697+00:00,phoneme,1489,xgboost,1,100,4223,80,20,1081,2,5,5,,,,,1.374,success,,0.7668825161887142,0.6781962772722018,0.6912604722010662,0.6277161240577698,0.8242192016119709,0.6388686520686471
2026-06-28T15:36:11.504521+00:00,phoneme,1489,xgboost,1,250,4073,200,50,1081,2,5,5,,,,,1.7625,success,,0.8233117483811286,0.7771792987266091,0.7825561299875623,0.46592170000076294,0.8723739409054122,0.744429668473442
2026-06-28T15:36:13.275673+00:00,phoneme,1489,xgboost,1,500,3823,400,100,1081,2,5,5,,,,,2.3322,success,,0.8353376503237743,0.7801501313029547,0.7920956184252608,0.4650720953941345,0.8871124911225989,0.7623506411424157
2026-06-28T15:36:15.617268+00:00,phoneme,1489,xgboost,2,50,4273,40,10,1081,2,5,5,,,,,1.0207,success,,0.7974098057354302,0.7450121393297768,0.7501859842285374,0.46615275740623474,0.8670825969907676,0.683517737318701
2026-06-28T15:36:16.643697+00:00,phoneme,1489,xgboost,2,100,4223,80,20,1081,2,5,5,,,,,1.2279,success,,0.7798334875115633,0.7335004211604208,0.7339310829817158,0.5274025797843933,0.8515182420268551,0.63513589142296
2026-06-28T15:36:17.877104+00:00,phoneme,1489,xgboost,2,250,4073,200,50,1081,2,5,5,,,,,2.2526,success,,0.7955596669750231,0.7501630964374784,0.7517769846588636,0.5271213054656982,0.8511032751416255,0.6760453117099288
2026-06-28T15:36:20.135071+00:00,phoneme,1489,xgboost,2,500,3823,400,100,1081,2,5,5,,,,,3.2367,success,,0.8390379278445883,0.8076845260706558,0.8065497494631353,0.4311135411262512,0.8990536277602523,0.7467452877513512
2026-06-28T15:36:23.380361+00:00,phoneme,1489,lightgbm,0,50,4273,40,10,1081,2,5,5,,,,,0.5694,success,,0.7067530064754857,0.5,0.4140921409214092,0.6051424941170336,0.5,0.29324699352451433
2026-06-28T15:36:23.955568+00:00,phoneme,1489,lightgbm,0,100,4223,80,20,1081,2,5,5,,,,,1.0342,success,,0.7909343200740055,0.7524278659553736,0.750094108789761,0.6473989641223554,0.8456777379556377,0.6591782491484544
2026-06-28T15:36:24.995316+00:00,phoneme,1489,lightgbm,0,250,4073,200,50,1081,2,5,5,,,,,2.4416,success,,0.8140610545790934,0.7752489801311377,0.7755029926941687,0.8519576383656563,0.872210844467934,0.7376295561597317
2026-06-28T15:36:27.443004+00:00,phoneme,1489,lightgbm,0,500,3823,400,100,1081,2,5,5,,,,,4.3343,success,,0.81313598519889,0.7709031826514938,0.7729029386315229,0.7427867530682,0.8747460650403819,0.7332527940190029
2026-06-28T15:36:31.783542+00:00,phoneme,1489,lightgbm,1,50,4273,40,10,1081,2,5,5,,,,,0.2395,success,,0.7067530064754857,0.5,0.4140921409214092,0.6051424941170336,0.5,0.29324699352451433
2026-06-28T15:36:32.029772+00:00,phoneme,1489,lightgbm,1,100,4223,80,20,1081,2,5,5,,,,,0.7795,success,,0.7844588344125809,0.6952450162683534,0.7113616960320871,0.6936640964611879,0.8273964853749979,0.640028339224457
2026-06-28T15:36:32.814797+00:00,phoneme,1489,lightgbm,1,250,4073,200,50,1081,2,5,5,,,,,1.8104,success,,0.8122109158186864,0.7674802219763159,0.7706876246785397,0.6051776025302223,0.8725865856276943,0.7412250170801779
2026-06-28T15:36:34.631558+00:00,phoneme,1489,lightgbm,1,500,3823,400,100,1081,2,5,5,,,,,3.736,success,,0.8325624421831638,0.7772639437131484,0.7888163696158756,0.7950511852477785,0.8858779130262441,0.7619297357041803
2026-06-28T15:36:38.373776+00:00,phoneme,1489,lightgbm,2,50,4273,40,10,1081,2,5,5,,,,,0.2748,success,,0.7067530064754857,0.5,0.4140921409214092,0.5949033502483198,0.5800803508018564,0.3384576377433971
2026-06-28T15:36:38.654062+00:00,phoneme,1489,lightgbm,2,100,4223,80,20,1081,2,5,5,,,,,0.7212,success,,0.7687326549491211,0.717341486778866,0.718939280484558,0.5800155567712013,0.8452937387484102,0.6286437707302442
2026-06-28T15:36:39.381106+00:00,phoneme,1489,lightgbm,2,250,4073,200,50,1081,2,5,5,,,,,1.9813,success,,0.7752081406105458,0.7246911490247245,0.7265499024072869,0.8096439518680244,0.8436483227905595,0.6657326423402341
2026-06-28T15:36:41.368836+00:00,phoneme,1489,lightgbm,2,500,3823,400,100,1081,2,5,5,,,,,3.4137,success,,0.8270120259019427,0.7908711414273208,0.7911396001682067,0.7066831540859533,0.8938675739508151,0.7360393736793017
2026-06-28T15:36:44.789075+00:00,phoneme,1489,catboost,0,50,4273,40,10,1081,2,5,5,,,,,2.8212,success,,0.7650323774283071,0.7165693593406774,0.7165693593406774,0.6247155775190935,0.8334083439311608,0.6180757162838006
2026-06-28T15:36:47.614896+00:00,phoneme,1489,catboost,0,100,4223,80,20,1081,2,5,5,,,,,1.6555,success,,0.7909343200740055,0.7127458833633376,0.727042161621037,0.5993159297020731,0.8586304854080302,0.6703671518404304
2026-06-28T15:36:49.274650+00:00,phoneme,1489,catboost,0,250,4073,200,50,1081,2,5,5,,,,,2.077,success,,0.8149861239592969,0.7814404512197136,0.7788443440617354,0.5577708980576281,0.8763729003914315,0.7301031441277597
2026-06-28T15:36:51.355312+00:00,phoneme,1489,catboost,0,500,3823,400,100,1081,2,5,5,,,,,2.2494,success,,0.8094357076780758,0.7618255239731118,0.7661686631609013,0.4658051467916317,0.8833757246436653,0.7250538318002169
2026-06-28T15:36:53.608832+00:00,phoneme,1489,catboost,1,50,4273,40,10,1081,2,5,5,,,,,1.3319,success,,0.7520814061054579,0.7000243612400284,0.7003929841978985,0.794608521928645,0.8049882735725965,0.5579527984837798
2026-06-28T15:36:54.944705+00:00,phoneme,1489,catboost,1,100,4223,80,20,1081,2,5,5,,,,,1.5584,success,,0.7872340425531915,0.6889028358135003,0.7072654402968908,0.6528236856941086,0.8573546170743389,0.6580931461385497
2026-06-28T15:36:56.506926+00:00,phoneme,1489,catboost,1,250,4073,200,50,1081,2,5,5,,,,,2.1289,success,,0.8242368177613321,0.7879849538375147,0.7879849538375147,0.4354095096740419,0.8845401093365485,0.7590659414707697
2026-06-28T15:36:58.639699+00:00,phoneme,1489,catboost,1,500,3823,400,100,1081,2,5,5,,,,,2.5261,success,,0.8390379278445883,0.7947648108081325,0.8013203481494,0.43623247343743793,0.8940533800188284,0.7718322064128758
2026-06-28T15:37:01.169717+00:00,phoneme,1489,catboost,2,50,4273,40,10,1081,2,5,5,,,,,1.3653,success,,0.7872340425531915,0.7571927593439807,0.7500382035485065,0.6957334231126885,0.8599992567757279,0.638152143033114
2026-06-28T15:37:02.538696+00:00,phoneme,1489,catboost,2,100,4223,80,20,1081,2,5,5,,,,,1.5504,success,,0.7835337650323775,0.7379638958164731,0.7384028294862248,0.6594593096006439,0.8506573405783937,0.639450935633705
2026-06-28T15:37:04.092808+00:00,phoneme,1489,catboost,2,250,4073,200,50,1081,2,5,5,,,,,2.1534,success,,0.8048103607770583,0.7760871719490644,0.7697160055205724,0.5261110436640543,0.8661122764133649,0.6804608326903078
2026-06-28T15:37:06.250384+00:00,phoneme,1489,catboost,2,500,3823,400,100,1081,2,5,5,,,,,2.42,success,,0.8214616096207216,0.7841759294432424,0.7844381969650476,0.43651544954274923,0.9009612367251887,0.741041123052727
2026-06-28T15:37:08.673969+00:00,phoneme,1489,mlp,0,50,4273,40,10,1081,2,5,5,,,,,0.0962,success,,0.7067530064754857,0.5,0.4140921409214092,0.6242190387053244,0.7280294647133632,0.471681283175712
2026-06-28T15:37:08.775172+00:00,phoneme,1489,mlp,0,100,4223,80,20,1081,2,5,5,,,,,0.1502,success,,0.7261794634597595,0.5894160734635903,0.591304347826087,0.5491452392568367,0.8020752473285215,0.535355617176342
