timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-06-28T15:29:52.815886+00:00,spambase,44,lightgbm,0,50,3630,40,10,921,2,57,57,,,,,0.7762,success,,0.8121606948968513,0.7833688794099352,0.793330886158372,0.48632386429142743,0.8178880693543451,0.7306319707311941
