timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,pseudo_label_fraction,mean_selected_confidence,min_selected_confidence,max_selected_confidence,mean_selected_density,stopped_reason,graph_n_neighbors_used,graph_retry_count,graph_n_rows,graph_n_unlabeled_used,neural_method,best_epoch,epochs_trained,pretrain_epochs_trained,finetune_epochs_trained,best_val_loss,final_train_loss,neural_validation_strategy,validation_strategy,labeled_classes_present,all_classes_present_in_labeled,min_labeled_per_class,max_labeled_per_class,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-06-30T09:47:09.898691+00:00,letter,6,sslae,2,500,15500,400,100,4000,26,16,16,,,,,,,,,,,,,,,sslae,39,49,,,1.2179960012435913,0.5124101638793945,internal_stratified_val,stratified_labeled_val,26,True,18,20,54.0578,success,,0.61425,0.6129517008101428,0.6103475468916837,1.362917029312988,0.9536361801992623,
2026-06-30T09:48:03.967388+00:00,letter,6,vime_lite,0,50,15950,50,0,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,100,100,50,100,,0.050174176692962646,no_val,no_val_low_label_multiclass,26,True,1,5,134.5805,success,,0.352,0.3513794313243,0.3371242732620875,4.33377526812541,0.8146207492867628,
2026-06-30T09:50:18.561583+00:00,letter,6,vime_lite,0,100,15900,100,0,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,100,100,50,100,,0.10227851569652557,no_val,no_val_low_label_multiclass,26,True,3,4,137.7967,success,,0.50675,0.5061118627924839,0.49965797491277036,2.5584583208924285,0.9037413341738773,
2026-06-30T09:52:36.371447+00:00,letter,6,vime_lite,0,250,15750,200,50,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,76,86,50,86,1.6351690292358398,0.2869717478752136,internal_stratified_val,stratified_labeled_val,26,True,9,10,123.292,success,,0.539,0.5373127787525197,0.5364408713132636,1.7362844747443278,0.9337109303451322,
2026-06-30T09:54:39.676109+00:00,letter,6,vime_lite,0,500,15500,400,100,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,64,74,50,74,1.050976037979126,0.45927125215530396,internal_stratified_val,stratified_labeled_val,26,True,18,20,121.3363,success,,0.669,0.6674491474977555,0.665582219162122,1.1918125594375697,0.9657701036453319,
2026-06-30T09:56:41.026492+00:00,letter,6,vime_lite,1,50,15950,50,0,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,98,100,50,100,,0.07791902124881744,no_val,no_val_low_label_multiclass,26,True,1,6,96.2605,success,,0.274,0.2716903953257315,0.2537129638254577,5.208189326221553,0.7732886976958085,
2026-06-30T09:58:17.298613+00:00,letter,6,vime_lite,1,100,15900,100,0,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,97,100,50,100,,0.10926452279090881,no_val,no_val_low_label_multiclass,26,True,3,4,109.2128,success,,0.50475,0.5027045382604876,0.511409876495762,2.5406855985776504,0.904256979846549,
2026-06-30T10:00:06.523094+00:00,letter,6,vime_lite,1,250,15750,200,50,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,69,79,50,79,1.3660320043563843,0.39842045307159424,internal_stratified_val,stratified_labeled_val,26,True,9,10,106.35,success,,0.55875,0.5572627651933628,0.5595479277963482,1.684011214872921,0.9324341111710149,
2026-06-30T10:01:52.885014+00:00,letter,6,vime_lite,1,500,15500,400,100,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,64,74,50,74,1.2330918312072754,0.45326298475265503,internal_stratified_val,stratified_labeled_val,26,True,18,20,108.4858,success,,0.62,0.6186544969030318,0.6168785732437194,1.3080538943175246,0.9588934252857799,
2026-06-30T10:03:41.394916+00:00,letter,6,vime_lite,2,50,15950,50,0,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,98,100,50,100,,0.04437285661697388,no_val,no_val_low_label_multiclass,26,True,1,4,109.9349,success,,0.32375,0.32379305433687333,0.30963092629938616,3.965606676722021,0.8182318831561249,
2026-06-30T10:05:31.340273+00:00,letter,6,vime_lite,2,100,15900,100,0,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,100,100,50,100,,0.11330703645944595,no_val,no_val_low_label_multiclass,26,True,3,4,107.4792,success,,0.5395,0.5381742131993539,0.5385250245304211,2.351162626064097,0.9121926122890804,
2026-06-30T10:07:18.839371+00:00,letter,6,vime_lite,2,250,15750,200,50,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,72,82,50,82,1.5316451787948608,0.4213273823261261,internal_stratified_val,stratified_labeled_val,26,True,9,10,91.1745,success,,0.531,0.530048098486934,0.5269213590475199,1.7626989902076997,0.9259842077659168,
2026-06-30T10:08:50.024419+00:00,letter,6,vime_lite,2,500,15500,400,100,4000,26,16,16,,,,,,,,,,,,,,,vime_lite,70,80,50,80,1.2651015520095825,0.5486815571784973,internal_stratified_val,stratified_labeled_val,26,True,18,20,100.9158,success,,0.63725,0.6362369649416995,0.6341666735157763,1.349213093515456,0.9555422786149437,
2026-06-30T10:10:30.952261+00:00,letter,6,scarf,0,50,15950,50,0,4000,26,16,16,,,,,,,,,,,,,,,scarf,97,100,50,100,,0.05045238882303238,no_val,no_val_low_label_multiclass,26,True,1,5,114.8097,success,,0.355,0.3537040016704437,0.3429271916363862,4.108305483616925,0.8126632608633694,
2026-06-30T10:12:25.777422+00:00,letter,6,scarf,0,100,15900,100,0,4000,26,16,16,,,,,,,,,,,,,,,scarf,97,100,50,100,,0.12993909418582916,no_val,no_val_low_label_multiclass,26,True,3,4,140.4648,success,,0.48825,0.4877584883210464,0.47668800067347655,2.483895308645265,0.9052245659792126,
2026-06-30T10:14:46.256484+00:00,letter,6,scarf,0,250,15750,200,50,4000,26,16,16,,,,,,,,,,,,,,,scarf,73,83,50,83,1.5778895616531372,0.4008668065071106,internal_stratified_val,stratified_labeled_val,26,True,9,10,175.4789,success,,0.52575,0.5240677311253351,0.5220893004459584,1.681453371266524,0.933953628559503,
2026-06-30T10:17:41.750650+00:00,letter,6,scarf,0,500,15500,400,100,4000,26,16,16,,,,,,,,,,,,,,,scarf,73,83,50,83,0.9928372502326965,0.39587318897247314,internal_stratified_val,stratified_labeled_val,26,True,18,20,105.2262,success,,0.6675,0.6663294776792447,0.6677259871109373,1.1970664611134032,0.9666793925925877,
2026-06-30T10:19:26.997874+00:00,letter,6,scarf,1,50,15950,50,0,4000,26,16,16,,,,,,,,,,,,,,,scarf,99,100,50,100,,0.10648620873689651,no_val,no_val_low_label_multiclass,26,True,1,6,98.2199,success,,0.27375,0.2714035413404243,0.24844064633365817,4.897818281960319,0.7746247805664933,
2026-06-30T10:21:05.242440+00:00,letter,6,scarf,1,100,15900,100,0,4000,26,16,16,,,,,,,,,,,,,,,scarf,100,100,50,100,,0.09716227650642395,no_val,no_val_low_label_multiclass,26,True,3,4,99.2113,success,,0.492,0.4903522206847113,0.49319200441072486,2.5048341024317016,0.9003376446703055,
2026-06-30T10:22:44.464167+00:00,letter,6,scarf,1,250,15750,200,50,4000,26,16,16,,,,,,,,,,,,,,,scarf,67,77,50,77,1.3689186573028564,0.41567835211753845,internal_stratified_val,stratified_labeled_val,26,True,9,10,124.5461,success,,0.57075,0.5695355060738531,0.5712294508702699,1.6031771549624396,0.9360914120436289,
2026-06-30T10:24:49.022726+00:00,letter,6,scarf,1,500,15500,400,100,4000,26,16,16,,,,,,,,,,,,,,,scarf,81,91,50,91,1.0864384174346924,0.39234186708927155,internal_stratified_val,stratified_labeled_val,26,True,18,20,102.5606,success,,0.6425,0.6414390185601145,0.6383807392222121,1.3618807497088796,0.9581983134264784,
2026-06-30T10:26:31.602372+00:00,letter,6,scarf,2,50,15950,50,0,4000,26,16,16,,,,,,,,,,,,,,,scarf,99,100,50,100,,0.04304065555334091,no_val,no_val_low_label_multiclass,26,True,1,4,116.3034,success,,0.33625,0.3362419695124756,0.3202574373182688,3.775692022397074,0.8285130588054626,
2026-06-30T10:28:27.921133+00:00,letter,6,scarf,2,100,15900,100,0,4000,26,16,16,,,,,,,,,,,,,,,scarf,97,100,50,100,,0.11943483352661133,no_val,no_val_low_label_multiclass,26,True,3,4,347.3676,success,,0.50675,0.5054693009979188,0.5049444860506909,2.399863602071625,0.9080107996268685,
2026-06-30T10:34:15.415276+00:00,letter,6,scarf,2,250,15750,200,50,4000,26,16,16,,,,,,,,,,,,,,,scarf,78,88,50,88,1.5283299684524536,0.36432120203971863,internal_stratified_val,stratified_labeled_val,26,True,9,10,271.2906,success,,0.52775,0.5274175868261767,0.5236163444265733,1.8245432913045299,0.9241452835792867,
2026-06-30T10:38:46.719630+00:00,letter,6,scarf,2,500,15500,400,100,4000,26,16,16,,,,,,,,,,,,,,,scarf,68,78,50,78,1.1641398668289185,0.48262883722782135,internal_stratified_val,stratified_labeled_val,26,True,18,20,303.7165,success,,0.6355,0.6347246005960355,0.6308015920006043,1.3522135515512568,0.9554576559374055,
