timestamp_utc,dataset,dataset_id,method,seed,n_labeled,n_unlabeled,train_labeled_size,val_size,test_size,n_classes,n_features_before_preprocessing,n_features_after_preprocessing,n_pseudo_added_total,n_pseudo_added_last_iter,self_training_iterations,pseudo_label_class_distribution,runtime_seconds,status,error_message,metric_accuracy,metric_balanced_accuracy,metric_macro_f1,metric_log_loss,metric_roc_auc,metric_average_precision
2026-06-28T15:30:08.143267+00:00,spambase,44,self_training_xgboost,0,50,3630,40,10,921,2,57,57,3598.0,,9,,36.0344,success,,0.8241042345276873,0.8110355756983323,0.8139663049116227,1.1435425281524658,0.898387590469702,0.8712394429572322
