dataset,dataset_id,method,n_labeled,metric_accuracy_mean,metric_accuracy_std,metric_accuracy_count,metric_balanced_accuracy_mean,metric_balanced_accuracy_std,metric_balanced_accuracy_count,metric_macro_f1_mean,metric_macro_f1_std,metric_macro_f1_count,metric_f1_macro_mean,metric_f1_macro_std,metric_f1_macro_count,metric_roc_auc_mean,metric_roc_auc_std,metric_roc_auc_count,metric_average_precision_mean,metric_average_precision_std,metric_average_precision_count,metric_log_loss_mean,metric_log_loss_std,metric_log_loss_count,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count,n_pseudo_added_total_mean,n_pseudo_added_total_std,n_pseudo_added_total_count,pseudo_label_fraction_mean,pseudo_label_fraction_std,pseudo_label_fraction_count,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,is_complete
phoneme,1489,label_propagation,100,0.7471477027443725,0.01736405578205493,3,0.6550063036429,0.05361894220882728,3,0.6596368704422136,0.053371521701148325,3,0.6596368704422136,0.053371521701148325,3,0.813653718048238,0.03490573305007989,3,0.5879226903096321,0.05998048755285361,3,0.5468406246983103,0.053965431922560515,3,2.6473333333333335,0.879203829230363,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,label_propagation,250,0.7693493678692569,0.0029736820107902967,3,0.6765577430205735,0.017474726069514463,3,0.689991204522697,0.014429003644203768,3,0.689991204522697,0.014429003644203768,3,0.8442931386636277,0.014075449065839298,3,0.6296125466756821,0.013051584523410082,3,0.4893792312823255,0.025275721991927513,3,2.4299,1.01026497514266,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,label_propagation,500,0.7989515880357693,0.0047470873630406285,3,0.7313375008946218,0.010621970801840241,3,0.7430698757465959,0.008287191105504944,3,0.7430698757465959,0.008287191105504944,3,0.870991406125269,0.008490643671484516,3,0.7058414216070693,0.020309880669062877,3,0.42173498644713003,0.007702739829013294,3,1.8686666666666667,0.7281394120175979,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,label_spreading,50,0.7246376811594203,0.021101587555874976,3,0.659076144703013,0.0473565794649983,3,0.6551737771935652,0.026810826363059957,3,0.6551737771935652,0.026810826363059957,3,0.7604787740653266,0.03110599175624479,3,0.49689012369991087,0.058617964843154576,3,1.1020018555658415,0.1458350731346184,3,2.5028,0.4281035038399012,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,label_spreading,100,0.7508479802651866,0.021543063181879245,3,0.6917690664552607,0.0330504605418259,3,0.694277461709118,0.030780542247078196,3,0.694277461709118,0.030780542247078196,3,0.8118355712641968,0.02830945472187878,3,0.5608079930931241,0.0417389541983252,3,1.2328167725399135,0.3810659281583469,3,1.5580666666666667,0.1886128397891653,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,label_spreading,250,0.7782917052112243,0.007477246779514164,3,0.7161062205118888,0.015321356999298574,3,0.722919003648563,0.013334144555967905,3,0.722919003648563,0.013334144555967905,3,0.8504976849940267,0.008313317705666269,3,0.6563308067103497,0.019380211656787643,3,0.6237453777819096,0.11786775516922386,3,1.9156333333333333,0.440166529092494,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,label_spreading,500,0.8125192722787542,0.014954493559028241,3,0.7593928408233824,0.018685548065933696,3,0.7668340592228368,0.018809025565453354,3,0.7668340592228368,0.018809025565453354,3,0.8798165061852775,0.015464564282728683,3,0.726999005087964,0.016962397023985713,3,0.4730955676190467,0.04524042605792885,3,1.5460333333333331,0.11356550239105774,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,lightgbm,50,0.7067530064754856,0.0,3,0.5,0.0,3,0.41409214092140917,0.0,3,0.41409214092140917,0.0,3,0.5482400724506031,0.08355425644524823,3,0.32189173664017295,0.04961415044607965,3,0.5954881329286347,0.01672184409292797,3,0.5183333333333334,0.45780240643025605,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,lightgbm,100,0.7705827937095281,0.012237517627495772,3,0.7201884486432029,0.01986457901936717,3,0.7211044662863139,0.016208945937143258,3,0.7211044662863139,0.016208945937143258,3,0.8067548075599671,0.00700665957059375,3,0.5898668255242414,0.05251042252273235,3,0.6443292941507571,0.07543962007193648,3,0.6850333333333333,0.08237744432387623,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,lightgbm,250,0.7980265186555658,0.005576053444349362,3,0.7512930725992479,0.011569509458629681,3,0.7537125272027435,0.008504945960241766,3,0.7537125272027435,0.008504945960241766,3,0.8583923783727242,0.008865583513581967,3,0.6849002549189288,0.037700338188993855,3,0.7782792944380286,0.0435778384358296,3,2.2685,1.091366001852724,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,lightgbm,500,0.8362627197039778,0.0018501387604070718,3,0.7915710109501709,0.0022154578793141468,3,0.7979607527289335,0.0021598153342828564,3,0.7979607527289335,0.0021598153342828564,3,0.8942818526654225,0.007272628421074807,3,0.7491263589684442,0.007998899412913122,3,0.6741778963433752,0.01294069972040376,3,4.116233333333333,0.23244591485619479,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,logistic_regression,50,0.7363552266419982,0.01757631822386678,3,0.663982113069186,0.08582991119851764,3,0.6537055983269465,0.086105313805189,3,0.6537055983269465,0.086105313805189,3,0.7680273176210216,0.012358964015361674,3,0.505624928080248,0.013868699737914462,3,0.5374140938123068,0.013510294274775653,3,0.08833333333333333,0.03397445118516758,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,logistic_regression,100,0.7526981190255936,0.019543573083553274,3,0.6853876602749379,0.04129187246612348,3,0.6899568949007454,0.03561690854178026,3,0.6899568949007454,0.03561690854178026,3,0.7894789722584657,0.010559060396230809,3,0.5567858313193991,0.038324049821694024,3,0.511310080687205,0.023785331877237387,3,0.09343333333333333,0.020185225620075024,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,logistic_regression,250,0.7403638606228801,0.008082233994499583,3,0.6560516348181302,0.024407836491554553,3,0.6638674966312168,0.02210740183291655,3,0.6638674966312168,0.02210740183291655,3,0.8059950671929795,0.009906496319826954,3,0.5889597150967754,0.009193081552149387,3,0.4787563383579254,0.007597317031251131,3,0.08116666666666666,0.0037098966742125494,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,logistic_regression,500,0.7412889300030835,0.0010681781113591755,3,0.6542451869346678,0.001584880101073478,3,0.663399278648011,0.001590884838055007,3,0.663399278648011,0.001590884838055007,3,0.8068084848685043,0.012587091201167066,3,0.5780137567364495,0.01810513036638403,3,0.47643905878067017,0.01017587393283327,3,0.08246666666666667,0.012205463257629072,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,mlp,50,0.7008942337341968,0.007867623078737658,3,0.5223098034034166,0.02696988574167945,3,0.4742345231998544,0.06712147919895206,3,0.4742345231998544,0.06712147919895206,3,0.6265091581746413,0.07911361304308265,3,0.39884098757372555,0.06953929773071282,3,0.6434852679570516,0.018058506797084425,3,0.26686666666666664,0.0824770473121664,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,mlp,100,0.6321307431390688,0.13175122909729428,3,0.4868896614751074,0.08819352697123072,3,0.46626116173809357,0.07884965914098593,3,0.46626116173809357,0.07884965914098593,3,0.5773696467207293,0.21396176053355678,3,0.380797407146446,0.1702819017095985,3,0.6196300586064657,0.08830582367453892,3,0.3699333333333333,0.13193120682133297,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,mlp,250,0.7341967314215232,0.01373138703559188,3,0.5769388519111874,0.0337665172913815,3,0.5661297895047274,0.050214211058777006,3,0.5661297895047274,0.050214211058777006,3,0.7957358195561574,0.0063341381860243144,3,0.5984056966929546,0.011377301218023736,3,0.5405634442965189,0.028188666638256716,3,0.3533,0.030012663993721034,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,mlp,500,0.7588652482269503,0.012593634200840075,3,0.6654492928358685,0.059494959172990476,3,0.6704290219143677,0.06289189356142802,3,0.6704290219143677,0.06289189356142802,3,0.7985648889843152,0.04379714810488898,3,0.5915172298490151,0.03442049542540804,3,0.49548078576723736,0.06295773102788126,3,0.45766666666666667,0.09673393062071513,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,random_forest,50,0.7489978415047794,0.0005340890556795196,3,0.6723110421105366,0.058188484929175735,3,0.6713876886911647,0.05378876638700833,3,0.6713876886911647,0.05378876638700833,3,0.7935054585693758,0.022722011697368146,3,0.5528209964303982,0.04637215036538267,3,0.5196858997435374,0.0703913973607876,3,2.0172666666666665,0.5502637943144482,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,random_forest,100,0.7650323774283071,0.011367442856100349,3,0.6894994797430095,0.03223288857098543,3,0.6977219007825565,0.02852439254883214,3,0.6977219007825565,0.02852439254883214,3,0.8309095964016935,0.01849371965141387,3,0.6035215452656574,0.054632282612546115,3,0.478363605036986,0.037508790078223594,3,2.939766666666667,2.0956584939663556,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,random_forest,250,0.8008017267961763,0.007534253298100875,3,0.7397214835857543,0.0163856232591664,3,0.7487121690668938,0.009518132087764846,3,0.7487121690668938,0.009518132087764846,3,0.8759173314394878,0.004589286050884992,3,0.7093391709767215,0.026319844027223017,3,0.43567111513105233,0.03402945654162125,3,2.1061666666666667,0.5142081517569836,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,random_forest,500,0.8344125809435706,0.004239200457868508,3,0.7887240490858342,0.0010466220006556206,3,0.7954101441624234,0.0029985016478299934,3,0.7954101441624234,0.0029985016478299934,3,0.9021724170203864,0.0031300385256324294,3,0.7652642320777935,0.007781206098121491,3,0.3864348842834378,0.020415990570358193,3,2.1805333333333334,0.06539146223577899,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,rpl_lite_xgboost,50,0.7465309898242368,0.0009250693802035637,3,0.711785885345269,0.027985880250139587,3,0.7028589335389214,0.015264456338398794,3,0.7028589335389214,0.015264456338398794,3,0.7953036484053709,0.03792491087540759,3,0.5685573493427346,0.056331640514614874,3,1.1190165678660076,0.047713274984963236,3,7.5408,3.375462058740995,3,1993.6666666666667,159.92602456552632,3,0.46657305562056317,0.037427106146858465,3,3,3,0,1.0,True
phoneme,1489,rpl_lite_xgboost,100,0.7718162195497996,0.005652267277158061,3,0.7429015200312704,0.016027398840238773,3,0.7337969913052337,0.010788771994437812,3,0.7337969913052337,0.010788771994437812,3,0.8285312787311234,0.022841247296966297,3,0.60863787150921,0.06740464049960238,3,0.9353115757306417,0.15578950201842937,3,9.209666666666665,0.9259778957044996,3,2045.6666666666667,28.290163190291644,3,0.4844107664377615,0.006699067769427374,3,3,3,0,1.0,True
phoneme,1489,rpl_lite_xgboost,250,0.7989515880357693,0.011749959224950753,3,0.7734803816319004,0.014399917782507439,3,0.7647024702916703,0.013627564368619819,3,0.7647024702916703,0.013627564368619819,3,0.8662285772485286,0.011859122296799163,3,0.6935405778930334,0.03642452567433103,3,0.6968722144762675,0.053945199727928494,3,7.5500333333333325,0.4445370325780893,3,1989.0,0.0,3,0.4883378345200098,0.0,3,3,3,0,1.0,True
phoneme,1489,rpl_lite_xgboost,500,0.831945729263028,0.014694730258950224,3,0.7958996041642581,0.018956855688102632,3,0.7966876196169953,0.0183025044819247,3,0.7966876196169953,0.0183025044819247,3,0.8979484257408844,0.011982521729283163,3,0.758782767816898,0.02202311229313022,3,0.515203595161438,0.024735464418337853,3,9.498266666666668,0.7832976467048357,3,1867.0,0.0,3,0.4883599267590897,0.0,3,3,3,0,1.0,True
phoneme,1489,rpl_lr,50,0.7317298797409806,0.024631872258453952,3,0.6422531256709664,0.11604759546135694,3,0.6149672550978166,0.14943900478022792,3,0.6149672550978166,0.14943900478022792,3,0.756222438766578,0.02837681016069298,3,0.4985872189848261,0.004576691675390753,3,1.6508392492930095,0.15045429073652805,3,0.9055666666666667,0.45829837806098905,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,rpl_lr,100,0.7585568917668826,0.012445535658717598,3,0.6932238591507424,0.03516816886213503,3,0.6978005930565446,0.027879899930075922,3,0.6978005930565446,0.027879899930075922,3,0.7903790994323968,0.019527621491885482,3,0.5622240413033214,0.045309611069330895,3,1.2893460194269817,0.14921575574971846,3,0.7847666666666667,0.5269215627902634,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,rpl_lr,250,0.7434474252235583,0.010147692057911996,3,0.6490047676460712,0.038285680812261545,3,0.6569607031503516,0.03575401601258206,3,0.6569607031503516,0.03575401601258206,3,0.8051376065976296,0.011063286137987242,3,0.5976801300735574,0.010758551517460219,3,0.7619043389956156,0.046604333752547814,3,1.5740333333333334,0.6941224987949413,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,rpl_lr,500,0.7295713845205057,0.00839386838656559,3,0.6262682984568462,0.012924125652636252,3,0.6350329088414265,0.014071294358268892,3,0.6350329088414265,0.014071294358268892,3,0.8019376132040673,0.016436668675936336,3,0.571681675311077,0.021193051652179568,3,0.5785636901855469,0.017796599376691646,3,1.6202666666666665,0.7462107566454219,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,self_training_catboost,50,0.7375886524822696,0.0019256854759168494,3,0.6525502226920133,0.04734165690896592,3,0.6543570034691597,0.04540225413965516,3,0.6543570034691597,0.04540225413965516,3,0.800585357931304,0.018985084696365194,3,0.5630417739577749,0.049389973056893494,3,0.49255721023074867,0.019832772420929276,3,1.1462,0.7970304322922683,3,0.0,0.0,3,0.0,0.0,3,3,3,0,1.0,True
phoneme,1489,self_training_catboost,100,0.7542399013259328,0.008545424890873258,3,0.662177041526968,0.01616451149612268,3,0.6733111732879332,0.015430846090093498,3,0.6733111732879332,0.015430846090093498,3,0.8387629995430547,0.012221150043474405,3,0.6140017726696174,0.047975484575453343,3,0.4624796583538045,0.03227174343182414,3,2.561033333333333,1.626518322470833,3,0.0,0.0,3,0.0,0.0,3,3,3,0,1.0,True
phoneme,1489,self_training_catboost,250,0.7958680234350909,0.012073248196393428,3,0.7325397349717301,0.024939518204122484,3,0.7417989026688212,0.020764105760664862,3,0.7417989026688212,0.020764105760664862,3,0.8704807835235436,0.011772663461697284,3,0.6884818004857404,0.044077207973134046,3,0.4044303333585122,0.019585930184890677,3,5.728633333333334,2.5308257651077706,3,711.6666666666666,66.39528095680697,3,0.1747278828054668,0.016301321128604707,3,3,3,0,1.0,True
phoneme,1489,self_training_catboost,500,0.8183780450200432,0.010641649045166367,3,0.7623072434087018,0.019408350152324387,3,0.7718422964746269,0.01684337351390355,3,0.7718422964746269,0.01684337351390355,3,0.8906221612961831,0.010874806803034206,3,0.7505081528308414,0.020577662375276473,3,0.37264622690063187,0.015646235831889774,3,5.666033333333334,1.2951821351969512,3,750.0,0.0,3,0.1961810096782631,0.0,3,3,3,0,1.0,True
phoneme,1489,self_training_lightgbm,50,0.7067530064754856,0.0,3,0.5,0.0,3,0.41409214092140917,0.0,3,0.41409214092140917,0.0,3,0.5482400724506031,0.08355425644524823,3,0.32189173664017295,0.04961415044607965,3,0.5954881329286347,0.01672184409292797,3,0.3075333333333334,0.15320709296025864,3,0.0,0.0,3,0.0,0.0,3,3,3,0,1.0,True
phoneme,1489,self_training_lightgbm,100,0.7699660807893925,0.006159415465753379,3,0.7406697827032444,0.012711423102897086,3,0.7315670492642551,0.0063266884655735975,3,0.7315670492642551,0.0063266884655735975,3,0.8335273974488139,0.020037265322856455,3,0.6093120907886161,0.06776800709217427,3,1.9203298196328416,0.33807957665638233,3,7.166033333333334,2.098898173645719,3,2037.6666666666667,23.54428451521374,3,0.4825163785618439,0.005575250891596932,3,3,3,0,1.0,True
phoneme,1489,self_training_lightgbm,250,0.810977489978415,0.008342737748053438,3,0.7838339086439735,0.013829517849607884,3,0.7770445773940798,0.01129150156109806,3,0.7770445773940798,0.01129150156109806,3,0.8750942793752512,0.00888934443632855,3,0.7071505433003934,0.038416022946739244,3,1.3472009098223137,0.0786503183233282,3,15.2281,6.707845016844083,3,1989.0,0.0,3,0.4883378345200098,0.0,3,3,3,0,1.0,True
phoneme,1489,self_training_lightgbm,500,0.8368794326241135,0.01072176296682927,3,0.8000052300967292,0.01998551236057293,3,0.8017573847021695,0.015725735959320076,3,0.8017573847021695,0.015725735959320076,3,0.9004905280195551,0.006890552613072637,3,0.7675227281052853,0.008206050972091077,3,1.02971819700499,0.017310605641706747,3,13.688266666666665,3.4801230097991263,3,1867.0,0.0,3,0.4883599267590897,0.0,3,3,3,0,1.0,True
phoneme,1489,self_training_lr,50,0.7215541165587419,0.020033679766612147,3,0.6341313359869193,0.09023317508743645,3,0.6246544525253707,0.08259725712981182,3,0.6246544525253707,0.08259725712981182,3,0.7739896278923811,0.01537952264174504,3,0.5099768861724788,0.01654919073603984,3,0.8739850918451945,0.09649358549215707,3,0.17056666666666667,0.04192282592256077,3,2129.3333333333335,11.547005383792483,3,0.4983228020906467,0.0027023181333472035,3,3,3,0,1.0,True
phoneme,1489,self_training_lr,100,0.7499229108849831,0.02104066865153498,3,0.6825014726851316,0.049005300062894205,3,0.6858243186125002,0.04322655169761758,3,0.6858243186125002,0.04322655169761758,3,0.7948109182398246,0.011095211787665971,3,0.5594504733919337,0.0346149477850879,3,0.78624560435613,0.06514500292499474,3,0.1612,0.02345975276937077,3,2111.0,0.0,3,0.4998816007577552,0.0,3,3,3,0,1.0,True
phoneme,1489,self_training_lr,250,0.730804810360777,0.01620852494721116,3,0.640368226336565,0.038540673307521256,3,0.6468935112580613,0.03634839057493771,3,0.6468935112580613,0.03634839057493771,3,0.7970915156820322,0.013839726276230204,3,0.5694792750225971,0.016704875846776594,3,0.5896011590957642,0.016277221390377475,3,0.15073333333333336,0.023513046024140165,3,1834.0,73.7360156233031,3,0.45028234716425236,0.01810361296913897,3,3,3,0,1.0,True
phoneme,1489,self_training_lr,500,0.72895467160037,0.007225022826925658,3,0.6359832031314516,0.008211669330281389,3,0.644316852864505,0.009022646419961932,3,0.644316852864505,0.009022646419961932,3,0.7961184424221405,0.014504367862198277,3,0.5552726801614912,0.013157798218485462,3,0.5225827892621359,0.007742085203710629,3,0.18610000000000002,0.09116929307612294,3,1492.0,64.78425734698207,3,0.3902694219199581,0.016945921356783192,3,3,3,0,1.0,True
phoneme,1489,self_training_xgboost,50,0.7431390687634906,0.008082233994499633,3,0.6955436823184193,0.052545623966176236,3,0.6883401965770192,0.03755733887712258,3,0.6883401965770192,0.03755733887712258,3,0.7849948524837455,0.04594947818234527,3,0.5567207710576277,0.06301058574649583,3,1.122227390607198,0.05038341660910967,3,5.983433333333333,3.488164142257834,3,1881.0,230.81377775167581,3,0.4402059443014275,0.05401679797605329,3,3,3,0,1.0,True
phoneme,1489,self_training_xgboost,100,0.7702744372494603,0.004563258892059522,3,0.7375041978407958,0.018929777735740835,3,0.7301340197842907,0.012204288980873721,3,0.7301340197842907,0.012204288980873721,3,0.8245674159468401,0.02371168052937662,3,0.5997466395130028,0.06817078034891128,3,0.9219597180684408,0.17898699881333271,3,5.830099999999999,0.4348529521573929,3,2002.0,57.23635208501674,3,0.4740705659483779,0.013553481431450838,3,3,3,0,1.0,True
phoneme,1489,self_training_xgboost,250,0.7989515880357693,0.007758091659210068,3,0.7725575448274343,0.009714828237984348,3,0.7643213670318888,0.009152212356195767,3,0.7643213670318888,0.009152212356195767,3,0.8641213988031337,0.013922428263359099,3,0.688496955519,0.03627380171696139,3,0.7009871006011963,0.06512248577510941,3,9.143466666666667,2.312708231345522,3,1976.0,22.516660498395403,3,0.4851460839675914,0.005528274121874633,3,3,3,0,1.0,True
phoneme,1489,self_training_xgboost,500,0.8331791551032994,0.008984768599650611,3,0.7989254903903854,0.010834975721586003,3,0.798830286506929,0.010730760586748357,3,0.798830286506929,0.010730760586748357,3,0.8972974163322158,0.010589069808453849,3,0.7570148089680134,0.021267648518447615,3,0.5180726051330566,0.018507037408992556,3,7.6295,0.38277842154437036,3,1867.0,0.0,3,0.4883599267590897,0.0,3,3,3,0,1.0,True
phoneme,1489,xgboost,50,0.7363552266419982,0.01604935390647309,3,0.662136439460254,0.07569928939635089,3,0.6577418393133235,0.07378221445840584,3,0.6577418393133235,0.07378221445840584,3,0.7737728541463657,0.052876178785884055,3,0.5373627343180725,0.061689684504277746,3,0.6469907164573669,0.04497729981003534,3,1.5303333333333333,0.7918626227656747,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,xgboost,100,0.761640456367561,0.023280402205583535,3,0.6947901354870322,0.04199010459218735,3,0.7002806282374122,0.03922915026727885,3,0.7002806282374122,0.03922915026727885,3,0.8165894539228478,0.019845026901935882,3,0.5932294560144834,0.07677187697141516,3,0.595026950041453,0.08222173310628443,3,1.3231,0.6127386310654812,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,xgboost,250,0.8017267961763799,0.00834273774805345,3,0.749604301892194,0.017082908243252787,3,0.7549423354949126,0.013198279384503497,3,0.7549423354949126,0.013198279384503497,3,0.8648639349045645,0.0066605188717315505,3,0.6938583539452209,0.027889254483041314,3,0.5097437699635824,0.023501147502196434,3,1.109,0.19472644915367812,3,,,0,,,0,3,3,0,1.0,True
phoneme,1489,xgboost,500,0.8325624421831638,0.004032283944070884,3,0.7889532099030506,0.003678510607074222,3,0.7942125170601725,0.004186948979916746,3,0.7942125170601725,0.004186948979916746,3,0.8964372030543766,0.005927427974879074,3,0.7557831855417536,0.012520584195208555,3,0.4305952191352844,0.003216938688599374,3,1.8021,0.49490220246024363,3,,,0,,,0,3,3,0,1.0,True
spambase,44,catboost,50,0.8356858487151646,0.06884484098806515,3,0.8175449509760361,0.07638854947322066,3,0.8231341935994996,0.07668444691889768,3,0.8231341935994996,0.07668444691889768,3,0.9042173115975659,0.03889002929410536,3,0.8775105045805464,0.054614722207140816,3,0.46399767104715056,0.131932257142477,3,3.117766666666667,0.7769948798630099,3,,,0,,,0,3,3,0,1.0,True
spambase,44,catboost,100,0.8682591386174447,0.017586001611663113,3,0.8554977931810778,0.012752316248006365,3,0.8600950131453963,0.016402836801894125,3,0.8600950131453963,0.016402836801894125,3,0.9265817181261952,0.016245119969288683,3,0.9148532896416598,0.021004324750332443,3,0.47060151536819644,0.08742136363384449,3,3.7122333333333333,0.5262461052904176,3,,,0,,,0,3,3,0,1.0,True
spambase,44,catboost,250,0.919290626131017,0.004896036648016162,3,0.9091649634171629,0.006533304172208091,3,0.9143275818559689,0.005459222917469756,3,0.9143275818559689,0.005459222917469756,3,0.9655359393873568,0.006002914281314917,3,0.9552790860509554,0.010423572032067788,3,0.25077837196327535,0.02428482771381498,3,4.891633333333334,1.0711842107375058,3,,,0,,,0,3,3,0,1.0,True
spambase,44,catboost,500,0.941006152732537,0.00654474893956766,3,0.9359109175824719,0.011645431513448174,3,0.9378704427175721,0.007508866406722797,3,0.9378704427175721,0.007508866406722797,3,0.9772965892222979,0.004803777378350503,3,0.9652891069554096,0.011352305337403166,3,0.18287702679262297,0.016689147564967276,3,6.421733333333333,1.2854745984784501,3,,,0,,,0,3,3,0,1.0,True
spambase,44,label_propagation,100,0.6199782844733985,0.0199617549520632,2,0.5179063360881543,0.02532338334827858,2,0.41407651431697523,0.052035375751268376,2,0.41407651431697523,0.052035375751268376,2,0.8674489271996604,0.0032727697668886203,2,0.8088005384001069,0.019010023955795253,2,1.1083847063016692,0.5693169197283741,2,8.162749999999999,0.24345686476252834,2,,,0,,,0,3,2,1,0.6666666666666666,False
spambase,44,label_propagation,250,0.6409699601882012,0.0053560074509405526,3,0.5446967228492156,0.006635797948114505,3,0.4680779558739798,0.012055770987272,3,0.4680779558739798,0.012055770987272,3,0.8898277331806167,0.03547762137253495,3,0.8612083750711127,0.02862544820826276,3,0.75439972243614,0.1448169256212419,3,5.9935,1.6474227265641324,3,,,0,,,0,3,3,0,1.0,True
spambase,44,label_propagation,500,0.7021353601158161,0.050442851483048716,3,0.6267834750239443,0.07030421219767981,3,0.6000931354691795,0.1000325083673519,3,0.6000931354691795,0.1000325083673519,3,0.9170122535225177,0.018698220744121145,3,0.8792981787280064,0.0322414885364344,3,0.5299857366349335,0.06966626704020745,3,4.9177333333333335,0.8681807204340192,3,,,0,,,0,3,3,0,1.0,True
spambase,44,label_spreading,100,0.7774158523344191,0.07524046097316145,2,0.7465120412334488,0.11655249515425645,2,0.7441477703599595,0.11394204454099656,2,0.7441477703599595,0.11394204454099656,2,0.8800529735280469,0.017131858806407017,2,0.8300531964845314,0.018770669070741194,2,0.6170148304499443,0.27286907052866616,2,3.1669,0.026021529547664752,2,,,0,,,0,3,2,1,0.6666666666666666,False
spambase,44,label_spreading,250,0.8396670285921101,0.02505141148124824,3,0.8176214737798316,0.0367207002111178,3,0.8253011211998436,0.03283486112984717,3,0.8253011211998436,0.03283486112984717,3,0.9125311439583189,0.030740698451893256,3,0.8817680790237263,0.032791714690837304,3,0.42015766274288535,0.07673278000839091,3,3.3133,0.11766686024535539,3,,,0,,,0,3,3,0,1.0,True
spambase,44,label_spreading,500,0.8530582699963808,0.003490282577268534,3,0.83412818310179,0.006474442027696404,3,0.8417330869175874,0.0036892122143461223,3,0.8417330869175874,0.0036892122143461223,3,0.9315269014682506,0.017350646988803287,3,0.8962931216679468,0.03156185325511816,3,0.3814453899336612,0.032865195886323216,3,3.797166666666667,1.4279550739898412,3,,,0,,,0,3,3,0,1.0,True
spambase,44,lightgbm,50,0.7173362287368802,0.09656290203779828,3,0.6767133702617573,0.1283622441582722,3,0.6669434401276639,0.1527380213613315,3,0.6669434401276639,0.1527380213613315,3,0.7525211383960162,0.13589206723431654,3,0.6336749923067327,0.15231938204655884,3,0.5498725359395357,0.09369051464363898,3,0.5821,0.3012456140759563,3,,,0,,,0,3,3,0,1.0,True
spambase,44,lightgbm,100,0.8313427433948607,0.0041106828416940105,3,0.819095154872281,0.006881194515491966,3,0.8214929377279283,0.0008331220972761261,3,0.8214929377279283,0.0008331220972761261,3,0.9055272503464097,0.006901158795485257,3,0.8817959388171207,0.008352183345879415,3,0.6420853253364541,0.09568968553038741,3,0.9883666666666667,0.43905126504012415,3,,,0,,,0,3,3,0,1.0,True
spambase,44,lightgbm,250,0.8993847267462902,0.006634202960486199,3,0.8890468714515635,0.006823101890147663,3,0.8933698116178835,0.006731820148513806,3,0.8933698116178835,0.006731820148513806,3,0.9559467269633449,0.0076847303176851385,3,0.9438154783884212,0.010138001223045486,3,0.5029227309543369,0.12613659209939435,3,2.23,0.29611815209473397,3,,,0,,,0,3,3,0,1.0,True
spambase,44,lightgbm,500,0.9305103148751356,0.008618082446464469,3,0.9259654215665946,0.015499636530988818,3,0.9269269626497434,0.009954397009638424,3,0.9269269626497434,0.009954397009638424,3,0.9739131293383493,0.008225690196917395,3,0.9604013925094214,0.012076718518799203,3,0.3597765405768911,0.07925633550027911,3,4.231466666666667,0.21636733425666033,3,,,0,,,0,3,3,0,1.0,True
spambase,44,logistic_regression,50,0.840752804922186,0.062044620236264,3,0.8228497092133455,0.07709266295209967,3,0.827398430209137,0.07286264943860345,3,0.827398430209137,0.07286264943860345,3,0.9022877849857321,0.0466403767621003,3,0.8427614979102799,0.07522318460494416,3,0.4157060583432515,0.10556777392243223,3,0.26533333333333337,0.04213102578069198,3,,,0,,,0,3,3,0,1.0,True
spambase,44,logistic_regression,100,0.8805646036916395,0.04330873110788079,3,0.8699852878738509,0.05484106084754204,3,0.8727295841617898,0.04917752328360883,3,0.8727295841617898,0.04917752328360883,3,0.9329553271391003,0.023829582206678548,3,0.867502552247938,0.053153895666792884,3,0.39400654037793476,0.10758388310389932,3,0.27986666666666665,0.03514218737263424,3,,,0,,,0,3,3,0,1.0,True
