dataset,dataset_id,method,n_labeled,metric_accuracy_mean,metric_accuracy_std,metric_accuracy_count,metric_balanced_accuracy_mean,metric_balanced_accuracy_std,metric_balanced_accuracy_count,metric_macro_f1_mean,metric_macro_f1_std,metric_macro_f1_count,metric_f1_macro_mean,metric_f1_macro_std,metric_f1_macro_count,metric_roc_auc_mean,metric_roc_auc_std,metric_roc_auc_count,metric_average_precision_mean,metric_average_precision_std,metric_average_precision_count,metric_log_loss_mean,metric_log_loss_std,metric_log_loss_count,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count,n_pseudo_added_total_mean,n_pseudo_added_total_std,n_pseudo_added_total_count,pseudo_label_fraction_mean,pseudo_label_fraction_std,pseudo_label_fraction_count,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,is_complete,rank_balanced_accuracy,ranking_warning
phoneme,1489,scarf,100,0.7715078630897317,,1,0.7082307959106149,,1,0.7148083231062221,,1,0.7148083231062221,,1,0.7858234099129602,,1,0.5720715667448059,,1,0.4977271591133403,,1,17.7531,,1,,,0,,,0,1,1,0,1.0,True,1.0,
phoneme,1489,vime_lite,100,0.7770582793709528,,1,0.6863180669562489,,1,0.701451367998854,,1,0.701451367998854,,1,0.81753844121096,,1,0.6028285186589035,,1,0.5701550564339858,,1,14.38,,1,,,0,,,0,1,1,0,1.0,True,2.0,
phoneme,1489,sslae,100,0.7696577243293247,,1,0.6635485655771549,,1,0.6792112837197661,,1,0.6792112837197661,,1,0.8232323649396337,,1,0.6088169485481044,,1,0.5193720090451378,,1,16.8011,,1,,,0,,,0,1,1,0,1.0,True,3.0,
