dataset,method,n_labeled,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,failure_statuses,failure_messages_short
phoneme,scarf,100,1,1,0,1.0,,
phoneme,sslae,100,1,1,0,1.0,,
phoneme,vime_lite,100,1,1,0,1.0,,
