dataset,dataset_id,method,n_labeled,metric_accuracy_mean,metric_accuracy_std,metric_accuracy_count,metric_balanced_accuracy_mean,metric_balanced_accuracy_std,metric_balanced_accuracy_count,metric_macro_f1_mean,metric_macro_f1_std,metric_macro_f1_count,metric_f1_macro_mean,metric_f1_macro_std,metric_f1_macro_count,metric_roc_auc_mean,metric_roc_auc_std,metric_roc_auc_count,metric_average_precision_mean,metric_average_precision_std,metric_average_precision_count,metric_log_loss_mean,metric_log_loss_std,metric_log_loss_count,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count,n_pseudo_added_total_mean,n_pseudo_added_total_std,n_pseudo_added_total_count,pseudo_label_fraction_mean,pseudo_label_fraction_std,pseudo_label_fraction_count,n_expected_seeds,n_success_seeds,n_failed_seeds,success_rate,is_complete
segment,36,label_spreading,50,0.8051948051948052,,1,0.8051948051948052,,1,0.8033527015294196,,1,0.8033527015294196,,1,0.971112641567187,,1,,,0,0.534536150370205,,1,7.6291,,1,,,0,,,0,1,1,0,1.0,True
segment,36,logistic_regression,50,0.8138528138528138,,1,0.8138528138528139,,1,0.807900684550592,,1,0.807900684550592,,1,0.962214132668678,,1,,,0,0.6112551093101501,,1,0.0887,,1,,,0,,,0,1,1,0,1.0,True
segment,36,random_forest,50,0.8398268398268398,,1,0.8398268398268398,,1,0.8389856361898352,,1,0.8389856361898352,,1,0.9801887926887928,,1,,,0,0.5421373115438396,,1,0.9817,,1,,,0,,,0,1,1,0,1.0,True
segment,36,rpl_lite_xgboost,50,0.6818181818181818,,1,0.6818181818181817,,1,0.6767216210495335,,1,0.6767216210495335,,1,0.9119714460623553,,1,,,0,1.226481556892395,,1,14.8445,,1,878.0,,1,0.4883203559510567,,1,1,1,0,1.0,True
segment,36,scarf,50,0.8138528138528138,,1,0.8138528138528139,,1,0.8037300829292577,,1,0.8037300829292577,,1,0.9592188114915388,,1,,,0,0.6070759029480146,,1,20.8694,,1,,,0,,,0,1,1,0,1.0,True
segment,36,self_training_lightgbm,50,0.3939393939393939,,1,0.3939393939393939,,1,0.31674820195075,,1,0.31674820195075,,1,0.7499016135379772,,1,,,0,1.7816050795888854,,1,2.1318,,1,0.0,,1,0.0,,1,1,1,0,1.0,True
segment,36,sslae,50,0.7380952380952381,,1,0.738095238095238,,1,0.6963481599064202,,1,0.6963481599064202,,1,0.9424275219729764,,1,,,0,0.7947366750855108,,1,13.0624,,1,,,0,,,0,1,1,0,1.0,True
segment,36,vime,50,0.7294372294372294,,1,0.7294372294372293,,1,0.6797408276281516,,1,0.6797408276281516,,1,0.9431380908653636,,1,,,0,0.7724664031383429,,1,12.4731,,1,,,0,,,0,1,1,0,1.0,True
