dataset,dataset_id,method,n_labeled,metric_accuracy_mean,metric_accuracy_std,metric_accuracy_count,metric_balanced_accuracy_mean,metric_balanced_accuracy_std,metric_balanced_accuracy_count,metric_macro_f1_mean,metric_macro_f1_std,metric_macro_f1_count,metric_f1_macro_mean,metric_f1_macro_std,metric_f1_macro_count,metric_roc_auc_mean,metric_roc_auc_std,metric_roc_auc_count,metric_average_precision_mean,metric_average_precision_std,metric_average_precision_count,metric_log_loss_mean,metric_log_loss_std,metric_log_loss_count,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count,n_pseudo_added_total_mean,n_pseudo_added_total_std,n_pseudo_added_total_count
letter,6,self_training_lr,500,0.5970833333333333,0.019315365213563345,3,0.5945714721235341,0.019882058233736736,3,0.5661490624904993,0.03300867486521216,3,0.5661490624904993,0.03300867486521216,3,0.9443984508344888,0.0023472432341887957,3,,,0,2.0457146937646464,0.04679108070822117,3,5.914333333333334,0.3060379115948438,3,10720.666666666666,57.882064003742656,3
letter,6,self_training_xgboost,250,0.6030833333333333,0.010666341140866141,3,0.6025434953618317,0.010117851413387198,3,0.6063918448147431,0.008615532185915861,3,0.6063918448147431,0.008615532185915861,3,0.9161470388094676,0.00542132223625694,3,,,0,3.0641156832377114,0.02468736573127614,3,401.03839999999997,42.89288284564237,3,14539.333333333334,142.75970486567064,3
letter,6,self_training_xgboost,500,0.715,0.026742989735629715,3,0.7144333911210258,0.026621099059553233,3,0.7184402504436348,0.025515490827395033,3,0.7184402504436348,0.025515490827395033,3,0.9541308718364179,0.005805298708981083,3,,,0,1.9441961844762166,0.19664843102824053,3,409.9412666666667,143.50561985198814,3,14308.333333333334,38.21430796617044,3
letter,6,xgboost,250,0.5936666666666667,0.006625393070100355,3,0.5931095871455098,0.005931977913188256,3,0.5930263429166543,0.005416311609070302,3,0.5930263429166543,0.005416311609070302,3,0.934092033348494,0.005789609003430949,3,,,0,1.5073805650075276,0.03118671181340417,3,8.800933333333333,0.9327361166660878,3,,,0
letter,6,xgboost,500,0.7031666666666667,0.016960124802999927,3,0.7025754189023522,0.016743588427040965,3,0.7029862838957018,0.01721782814288244,3,0.7029862838957018,0.01721782814288244,3,0.9653834198387542,0.0020388821164330742,3,,,0,1.0960020621617634,0.0335484649380257,3,11.003366666666667,0.6087027955688502,3,,,0
phoneme,1489,catboost,50,0.7681159420289855,0.017778026895343267,3,0.7245954933082288,0.029417181294131532,3,0.7223335156956942,0.025319578885840573,3,0.7223335156956942,0.025319578885840573,3,0.8327986247598284,0.027510559542559626,3,0.6047268859335647,0.041732806882897745,3,0.705019174186809,0.08532626805266144,3,1.8394666666666666,0.8503700037826672,3,,,0
phoneme,1489,catboost,100,0.7872340425531915,0.003700277520814005,3,0.7132042049977704,0.024533740974304476,3,0.7242368104680509,0.015757117366469175,3,0.7242368104680509,0.015757117366469175,3,0.8555474810202544,0.004282763728840194,3,0.6559704112042284,0.015567035968233904,3,0.6371996416656086,0.03297559097665024,3,1.5881,0.05850700812723196,3,,,0
phoneme,1489,catboost,250,0.8146777674992292,0.009716898708966203,3,0.7818375256687643,0.005958821574342548,3,0.7788484344732742,0.009134474845352441,3,0.7788484344732742,0.009134474845352441,3,0.8756750953804483,0.009233712982121967,3,0.7232099727629456,0.039753334956901185,3,0.5064304837985748,0.06351039811915643,3,2.1197666666666666,0.039010297785755654,3,,,0
phoneme,1489,catboost,500,0.8233117483811285,0.014887582737679069,3,0.7802554214081622,0.016815972815742434,3,0.783975736091783,0.0175804050558324,3,0.783975736091783,0.0175804050558324,3,0.8927967804625608,0.008859844277748956,3,0.7459757204219398,0.02377639104758635,3,0.44618435659060623,0.01699269181011465,3,2.3985,0.13959731372773615,3,,,0
phoneme,1489,lightgbm,50,0.7067530064754856,0.0,3,0.5,0.0,3,0.41409214092140917,0.0,3,0.41409214092140917,0.0,3,0.5266934502672854,0.04623441209225146,3,0.3083172082641419,0.026102377610008394,3,0.6017294461607956,0.005911572468873219,3,0.3612333333333333,0.18113956865724654,3,,,0
phoneme,1489,lightgbm,100,0.7813752698119026,0.011417519939299202,3,0.7216714563341977,0.028836280131886976,3,0.7267983617688021,0.020527391906473964,3,0.7267983617688021,0.020527391906473964,3,0.839455987359682,0.010445599788271457,3,0.6426167863677185,0.015430931178257817,3,0.6403595391182483,0.057150352332316794,3,0.8449666666666666,0.1664531866121323,3,,,0
phoneme,1489,lightgbm,250,0.8004933703361085,0.021917182416178713,3,0.755806783710726,0.027225455776746035,3,0.7575801732599984,0.026980645362480907,3,0.7575801732599984,0.026980645362480907,3,0.8628152509620626,0.016600109849138164,3,0.7148624051933812,0.04258558480651013,3,0.7555930642546344,0.13197052837880513,3,2.0777666666666668,0.32647009561877716,3,,,0
phoneme,1489,lightgbm,500,0.8242368177613321,0.01000615525105643,3,0.779679422597321,0.010200771936387711,3,0.7842863028052017,0.00992648401916648,3,0.7842863028052017,0.00992648401916648,3,0.884830517339147,0.009603687002758697,3,0.7437406344674949,0.015813722186746194,3,0.7481736974673106,0.044429625367806785,3,3.828,0.46714461358341675,3,,,0
phoneme,1489,logistic_regression,50,0.7567067530064756,0.021196002289342424,3,0.6934530199679587,0.06405048257428454,3,0.6937566858572138,0.05452083696111282,3,0.6937566858572138,0.05452083696111282,3,0.7928757824499976,0.023729600700643318,3,0.5497518303094123,0.047567098165087064,3,0.5338374845292405,0.01775377944989561,3,0.10643333333333332,0.03824674278070399,3,,,0
phoneme,1489,logistic_regression,100,0.7443724946037619,0.013917094167618547,3,0.666885504924549,0.03238304165875222,3,0.6735910071423016,0.028991427089971416,3,0.6735910071423016,0.028991427089971416,3,0.7900652936286411,0.011476645297932698,3,0.5359877925274045,0.002638557724737806,3,0.5041281366796039,0.008774155215144033,3,0.08386666666666666,0.004407191093353381,3,,,0
phoneme,1489,logistic_regression,250,0.7431390687634906,0.009804571751825262,3,0.6684738027207513,0.006884056646578497,3,0.6753768269453594,0.00866075384044003,3,0.6753768269453594,0.00866075384044003,3,0.7987142220093482,0.0156490778460881,3,0.5393299979410807,0.032290649550942796,3,0.48127042965932354,0.016733223073942514,3,0.08566666666666667,0.016616357402672022,3,,,0
phoneme,1489,logistic_regression,500,0.7357385137218625,0.009977606961062887,3,0.6500108730958319,0.013099910910302767,3,0.6582363714837525,0.013671450849549557,3,0.6582363714837525,0.013671450849549557,3,0.8020958924471898,0.013958780773651727,3,0.5624324744345975,0.007574729484464432,3,0.47769177005489233,0.013044867891903126,3,0.08723333333333333,0.0025967928938083135,3,,,0
phoneme,1489,mlp,50,0.70613629355535,0.0037386233897570196,3,0.5241726812779053,0.029704797687201318,3,0.4757628939020937,0.06720580036449089,3,0.4757628939020937,0.06720580036449089,3,0.6387131759900022,0.08056746568020806,3,0.41095075321024527,0.05488422225197189,3,0.6407972746057761,0.016023367438758904,3,0.07636666666666667,0.01723726583113845,3,,,0
phoneme,1489,mlp,100,0.7098365710761639,0.014341061923198907,3,0.5332503399562873,0.04866705686423433,3,0.48975084959240944,0.08834184774693064,3,0.48975084959240944,0.08834184774693064,3,0.6490687675139423,0.1352068029271063,3,0.40460103339811204,0.1135776171860173,3,0.6155059848172074,0.057909742304769085,3,0.1143,0.03565262963653593,3,,,0
phoneme,1489,mlp,250,0.7203206907184706,0.02434063628968965,3,0.558508954476137,0.06161097504486668,3,0.529909203653186,0.10719851440077532,3,0.529909203653186,0.10719851440077532,3,0.7182450548059084,0.16266202882306946,3,0.48755582314806717,0.1549093810245243,3,0.5604025885053073,0.07553765989378092,3,0.10759999999999999,0.03136989002212153,3,,,0
phoneme,1489,mlp,500,0.7591736046870182,0.025575003749298764,3,0.6619760957052648,0.09220187520843272,3,0.657306095001768,0.10883008627474487,3,0.657306095001768,0.10883008627474487,3,0.8008241531372322,0.052093604858254934,3,0.5996551890134162,0.047288312020619394,3,0.4943088193636014,0.0870603271453287,3,0.1818666666666667,0.07487204640807767,3,,,0
phoneme,1489,random_forest,50,0.7779833487511564,0.009658007871332553,3,0.7177337440335606,0.03463211586158913,3,0.7221227150253169,0.026204204892358807,3,0.7221227150253169,0.026204204892358807,3,0.8343525140249173,0.01750124182207899,3,0.6092234023495436,0.030256207365729124,3,0.4850414275445268,0.031236073119608788,3,1.2335666666666667,0.2929477996731386,3,,,0
