method,mean,std,count
tabiclv2_self_training,0.5734169353943265,0.15794238527021828,24
tabpfn3_self_training,0.5606781005246378,0.16342054766935984,24
laplacian_ssl,0.4769364703227279,0.15087143209511117,24
