method,mean,std,count
unlabeled_attention_ssl,0.540898669045513,0.1940525078704054,24
embedding_alignment_ssl,0.48933713849552457,0.148867154689414,24
geometric_attention_ssl,0.47845920880714354,0.1703031359902134,24
