method,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_count
embedding_alignment_ssl,3.5704841666666667,0.3661093988578728,120
geometric_attention_ssl,9.465886666666668,3.6622300816001503,120
laplacian_ssl,7.6051475,4.40445120426484,120
tabiclv2_self_training,11.088123333333334,10.347798190690101,120
tabpfn3_self_training,13.326364166666668,4.875834107410842,120
unlabeled_attention_ssl,4.950359166666667,1.844294047332071,120
