method,mean,std,count
unlabeled_attention_ssl,0.6993547941082104,0.15644469919497733,96
geometric_attention_ssl,0.625584190717436,0.1753359093454683,96
embedding_alignment_ssl,0.6065143933595412,0.15793828108490554,96
